price,bedroom,bathroom,land_area,building_area,location
2000.0,4,3,91,135,"Kenjeran, Surabaya"
1950.0,3,2,135,75,"Citraland, Surabaya"
1750.0,4,2,150,120,"Tambaksari, Surabaya"
550.0,2,1,84,84,"Wiyung, Surabaya"
1650.0,3,3,90,140,"Wonorejo, Surabaya"
1700.0,3,3,78,125,"Kenjeran, Surabaya"
1400.0,3,3,90,150,"Rungkut, Surabaya"
1750.0,3,3,150,200,"Kutisari, Surabaya"
1300.0,2,1,105,70,"Rungkut, Surabaya"
1200.0,3,1,96,64,"Citraland, Surabaya"
1290.0,2,2,81,60,"Rungkut, Surabaya"
1500.0,3,1,200,200,"Sambikerep, Surabaya"
1650.0,4,3,160,110,"Sidoarjo, Sidoarjo"
1980.0,4,2,180,150,"Sukomanunggal, Surabaya"
1850.0,3,3,120,140,"Tenggilis Mejoyo, Surabaya"
1900.0,4,3,103,129,"Sutorejo, Surabaya"
875.0,3,1,84,84,"Rungkut, Surabaya"
1800.0,3,3,100,145,"Rungkut, Surabaya"
675.0,3,2,50,100,"Gununganyar, Surabaya"
1600.0,3,2,150,140,"Surabaya Kota, Surabaya"
1500.0,3,1,153,117,"Tandes, Surabaya"
2000.0,3,3,200,170,"Rungkut, Surabaya"
1500.0,3,2,120,90,"Rungkut, Surabaya"
1600.0,4,3,158,237,"Pakis, Surabaya"
470.0,2,1,108,54,"Sidoarjo, Sidoarjo"
2000.0,3,1,150,140,"Pakis, Surabaya"
1900.0,3,3,107,109,"Tenggilis Mejoyo, Surabaya"
1550.0,3,2,77,86,"Kenjeran, Surabaya"
900.0,2,2,46,58,"Kenjeran, Surabaya"
1300.0,4,2,72,135,"Rungkut, Surabaya"
1450.0,2,1,162,100,"Rungkut, Surabaya"
1350.0,3,2,144,150,"Rungkut, Surabaya"
1700.0,4,2,114,200,"Babatan, Surabaya"
1950.0,3,3,102,130,"Rungkut, Surabaya"
2000.0,3,2,200,200,"Rungkut, Surabaya"
1350.0,3,1,139,90,"Kebraon, Surabaya"
1200.0,2,2,96,87,"Rungkut, Surabaya"
1950.0,3,2,96,165,"Pakuwon Indah, Surabaya"
1500.0,2,1,105,80,"Rungkut, Surabaya"
1400.0,3,2,180,107,"Sambikerep, Surabaya"
1100.0,3,2,100,140,"Sukomanunggal, Surabaya"
1300.0,3,1,84,84,"Tandes, Surabaya"
1600.0,3,2,180,107,"Sambikerep, Surabaya"
995.0,3,2,107,107,"Kenjeran, Surabaya"
1450.0,2,1,120,90,"Citraland, Surabaya"
1500.0,3,2,144,150,"Rungkut, Surabaya"
1600.0,4,3,154,175,"Sidoarjo, Sidoarjo"
650.0,2,1,147,147,"Sidoarjo, Sidoarjo"
1500.0,3,1,153,70,"Kutisari, Surabaya"
1100.0,2,1,96,110,"Kenjeran, Surabaya"
1900.0,3,2,136,160,"Gayungan, Surabaya"
1000.0,4,1,84,93,"Gayungan, Surabaya"
1350.0,3,3,100,170,"Kenjeran, Surabaya"
1200.0,3,3,63,110,"Kenjeran, Surabaya"
1600.0,3,3,70,120,"Manyar, Surabaya"
1900.0,3,3,128,240,"Rungkut, Surabaya"
1970.0,3,2,150,174,"Rungkut, Surabaya"
435.0,2,2,35,70,"Tambaksari, Surabaya"
1590.0,3,2,144,150,"Gununganyar, Surabaya"
1700.0,3,2,135,135,"Tandes, Surabaya"
1850.0,3,1,91,150,"Pakuwon City, Surabaya"
1250.0,3,3,75,120,"Rungkut, Surabaya"
1700.0,4,3,181,181,"Benowo, Surabaya"
800.0,4,2,75,50,"Benowo, Surabaya"
1150.0,3,2,120,120,"Lidah Kulon, Surabaya"
1550.0,4,1,120,120,"Lidah Kulon, Surabaya"
1200.0,3,3,86,115,"Rungkut, Surabaya"
1480.0,3,1,105,81,"Citraland, Surabaya"
550.0,3,2,45,75,"Rungkut, Surabaya"
1500.0,3,3,126,126,"Benowo, Surabaya"
1300.0,3,2,112,112,"Wiyung, Surabaya"
2000.0,4,3,135,225,"Wiyung, Surabaya"
1500.0,3,2,120,120,"Sidoarjo, Sidoarjo"
700.0,3,2,115,115,"Sidoarjo, Sidoarjo"
1900.0,3,3,90,136,"Citraland, Surabaya"
1200.0,3,3,120,210,"Tandes, Surabaya"
1570.0,4,3,84,106,"Tenggilis Mejoyo, Surabaya"
1370.0,3,2,100,150,"Rungkut, Surabaya"
1700.0,4,2,112,100,"Rungkut, Surabaya"
1500.0,3,2,180,180,"Sidoarjo, Sidoarjo"
1070.0,3,2,120,100,"Wiyung, Surabaya"
1500.0,3,2,102,93,"Wiyung, Surabaya"
1800.0,4,3,200,200,"Rungkut, Surabaya"
850.0,4,2,54,108,"Manukan, Surabaya"
1600.0,3,2,135,135,"Babatan, Surabaya"
1500.0,4,4,198,205,"Sidoarjo, Sidoarjo"
1700.0,3,1,128,96,"Gununganyar, Surabaya"
1600.0,3,3,87,120,"Rungkut, Surabaya"
550.0,2,1,90,70,"Sidoarjo, Sidoarjo"
1400.0,2,2,90,90,"Wiyung, Surabaya"
1500.0,3,2,157,100,"Wiyung, Surabaya"
950.0,3,1,84,84,"Wiyung, Surabaya"
1900.0,3,2,60,76,"Wiyung, Surabaya"
1250.0,3,4,82,120,"Lidah Kulon, Surabaya"
730.0,3,1,144,120,"Sidoarjo, Sidoarjo"
1900.0,3,3,83,120,"Sukolilo, Surabaya"
1300.0,3,3,75,120,"Rungkut, Surabaya"
1050.0,3,2,65,90,"Rungkut, Surabaya"
1300.0,3,3,75,125,"Rungkut, Surabaya"
1150.0,3,3,55,80,"Rungkut, Surabaya"
1290.0,3,2,84,75,"Citraland, Surabaya"
1650.0,3,3,120,150,"Citraland, Surabaya"
1570.0,3,3,75,115,"Mulyosari, Surabaya"
1200.0,4,3,89,160,"Rungkut, Surabaya"
1300.0,3,2,60,90,"Pakal, Surabaya"
1620.0,3,3,108,150,"Manyar, Surabaya"
1650.0,4,3,72,103,"Pakal, Surabaya"
1550.0,3,2,60,72,"Pakal, Surabaya"
990.0,2,1,120,54,"Pakal, Surabaya"
1600.0,3,3,89,128,"Surabaya Kota, Surabaya"
1550.0,4,3,150,220,"Medokan Ayu, Surabaya"
1750.0,3,2,205,130,"Wiyung, Surabaya"
797.0,2,1,100,56,"Medokan Ayu, Surabaya"
1500.0,3,2,108,108,"Rungkut, Surabaya"
1980.0,2,2,108,135,"Wiyung, Surabaya"
1400.0,3,2,120,90,"Kenjeran, Surabaya"
950.0,3,3,105,250,"Sambikerep, Surabaya"
650.0,3,2,102,102,"Rungkut, Surabaya"
988.0,2,2,90,90,"Sambikerep, Surabaya"
260.0,2,2,50,80,"Wonorejo, Surabaya"
1850.0,3,3,192,196,"Wonorejo, Surabaya"
960.0,3,2,96,136,"Sidoarjo, Sidoarjo"
1980.0,2,2,108,135,"Lidah Kulon, Surabaya"
1100.0,2,1,120,120,"Sambikerep, Surabaya"
950.0,3,2,150,150,"Sidoarjo, Sidoarjo"
700.0,2,1,72,72,"Wonorejo, Surabaya"
1450.0,3,2,93,93,"Darmo Permai, Surabaya"
550.0,2,1,84,72,"Wonorejo, Surabaya"
550.0,2,2,84,72,"Wonorejo, Surabaya"
700.0,3,2,105,105,"Rungkut, Surabaya"
1750.0,3,2,205,130,"Rungkut, Surabaya"
680.0,2,1,72,48,"Wonorejo, Surabaya"
680.0,2,1,72,48,"Rungkut, Surabaya"
650.0,2,1,96,60,"Sidoarjo, Sidoarjo"
775.0,3,2,84,84,"Rungkut, Surabaya"
925.0,3,2,102,112,"Sidoarjo, Sidoarjo"
1350.0,3,1,78,130,"Tandes, Surabaya"
1650.0,3,3,120,150,"Pakal, Surabaya"
680.0,2,2,34,68,"Kutisari, Surabaya"
2000.0,3,3,119,140,"Sukolilo, Surabaya"
1600.0,3,2,200,150,"Gubeng, Surabaya"
1600.0,3,3,89,128,"Pakal, Surabaya"
1700.0,4,3,157,200,"Middle East Ring Road, Surabaya"
1150.0,3,2,108,100,"Rungkut, Surabaya"
1250.0,3,2,72,80,"Menganti, Surabaya"
1850.0,4,2,135,170,"Wiyung, Surabaya"
1800.0,3,3,112,170,"Tambaksari, Surabaya"
500.0,2,1,60,36,"Sidoarjo, Sidoarjo"
1600.0,3,2,200,136,"Gununganyar, Surabaya"
1300.0,1,1,204,200,"Manyar, Surabaya"
1300.0,2,1,135,80,"Sidoarjo, Sidoarjo"
375.0,2,1,74,40,"Sidoarjo, Sidoarjo"
680.0,1,1,96,72,"Sidoarjo, Sidoarjo"
1500.0,4,3,176,250,"Sidoarjo, Sidoarjo"
1900.0,4,4,120,160,"Mulyorejo, Surabaya"
1400.0,4,3,150,100,"Sidoarjo, Sidoarjo"
1500.0,3,2,100,110,"Rungkut, Surabaya"
1000.0,2,2,96,60,"Sidoarjo, Sidoarjo"
504.0,2,1,72,36,"Sidoarjo, Sidoarjo"
1900.0,3,3,72,145,"Sukolilo, Surabaya"
650.0,2,1,79,75,"Sidoarjo, Sidoarjo"
1150.0,2,2,80,120,"Medokan Ayu, Surabaya"
1600.0,2,1,180,63,"Rungkut, Surabaya"
800.0,3,2,100,65,"Mulyosari, Surabaya"
750.0,2,1,84,84,"Wiyung, Surabaya"
950.0,4,2,127,128,"Surabaya Kota, Surabaya"
1350.0,3,2,83,110,"Tambaksari, Surabaya"
575.0,3,2,78,78,"Banyu Urip, Surabaya"
1500.0,3,2,140,150,"Sidoarjo, Sidoarjo"
1670.0,3,3,87,120,"Middle East Ring Road, Surabaya"
506.0,2,1,72,36,"Ketintang, Surabaya"
504.0,2,1,72,36,"Raya A Yani, Surabaya"
300.0,2,1,36,90,"Surabaya Kota, Surabaya"
1000.0,2,2,128,90,"Sidoarjo, Sidoarjo"
575.0,2,2,34,34,"Surabaya Kota, Surabaya"
1200.0,2,2,112,112,"Medokan Ayu, Surabaya"
690.0,1,2,60,47,"Menganti, Surabaya"
980.0,3,3,60,90,"Waru, Surabaya"
895.0,3,2,100,70,"Gununganyar, Surabaya"
975.0,2,1,78,60,"Rungkut, Surabaya"
1800.0,3,1,183,150,"Gayungan, Surabaya"
1900.0,3,3,198,110,"Wiyung, Surabaya"
1850.0,4,3,90,120,"Kenjeran, Surabaya"
1050.0,2,1,72,70,"Kenjeran, Surabaya"
1620.0,4,4,80,130,"Mulyorejo, Surabaya"
1570.0,3,3,72,110,"Mulyorejo, Surabaya"
1350.0,3,2,60,100,"Mulyorejo, Surabaya"
1700.0,4,4,85,140,"Mulyorejo, Surabaya"
650.0,2,1,86,63,"Medokan Ayu, Surabaya"
800.0,2,2,162,110,"Sidoarjo, Sidoarjo"
975.0,4,3,153,200,"Sidoarjo, Sidoarjo"
1500.0,3,2,120,100,"Citraland, Surabaya"
1600.0,3,3,160,250,"Sidoarjo, Sidoarjo"
400.0,3,3,21,42,"Tegalsari, Surabaya"
1500.0,3,3,89,128,"Pakal, Surabaya"
1400.0,3,3,72,105,"Tambaksari, Surabaya"
950.0,2,1,90,70,"Manukan, Surabaya"
1300.0,2,1,120,60,"Citraland, Surabaya"
850.0,3,3,120,150,"Sidoarjo, Sidoarjo"
1850.0,4,3,128,172,"Lakarsantri, Surabaya"
1300.0,3,1,100,100,"Keputih, Surabaya"
1300.0,3,2,94,108,"Kenjeran, Surabaya"
800.0,4,2,140,100,"Surabaya Kota, Surabaya"
1700.0,4,4,95,130,"Surabaya Kota, Surabaya"
1900.0,4,4,125,140,"Surabaya Kota, Surabaya"
800.0,4,2,135,150,"Sidoarjo, Sidoarjo"
1600.0,3,3,89,128,"Citraland, Surabaya"
1370.0,3,3,70,70,"Rungkut, Surabaya"
2000.0,3,3,120,180,"Menganti, Surabaya"
1800.0,4,3,102,180,"Sukolilo, Surabaya"
950.0,3,1,72,98,"Kebraon, Surabaya"
350.0,3,1,90,48,"Sidoarjo, Sidoarjo"
450.0,3,2,90,120,"Pakal, Surabaya"
1600.0,3,3,150,54,"Pakal, Surabaya"
1800.0,3,3,112,110,"Rungkut, Surabaya"
1170.0,3,3,70,120,"Rungkut, Surabaya"
1400.0,4,2,110,110,"Sukomanunggal, Surabaya"
1450.0,2,2,95,65,"Rungkut, Surabaya"
675.0,3,2,45,60,"Gununganyar, Surabaya"
1200.0,3,2,112,100,"Gununganyar, Surabaya"
1350.0,3,3,60,100,"Mulyosari, Surabaya"
1570.0,3,3,72,110,"Mulyosari, Surabaya"
1000.0,3,2,110,110,"Wiyung, Surabaya"
1450.0,4,1,120,180,"Gununganyar, Surabaya"
2000.0,4,2,120,150,"Mulyorejo, Surabaya"
1800.0,4,4,136,210,"Tambaksari, Surabaya"
1700.0,2,1,96,96,"Jambangan, Surabaya"
883.0,3,2,78,60,"Sambikerep, Surabaya"
950.0,2,1,75,75,"Tambaksari, Surabaya"
1600.0,2,1,144,100,"Sambikerep, Surabaya"
1100.0,1,1,200,200,"Gununganyar, Surabaya"
650.0,3,2,60,120,"Gununganyar, Surabaya"
1650.0,3,3,90,145,"Rungkut, Surabaya"
1090.0,4,2,162,139,"Rungkut, Surabaya"
650.0,2,3,53,60,"Pabean Cantikan, Surabaya"
1620.0,3,3,80,130,"Mulyosari, Surabaya"
1570.0,3,3,60,110,"Mulyosari, Surabaya"
1700.0,3,3,85,140,"Mulyosari, Surabaya"
1400.0,3,2,120,120,"Sutorejo, Surabaya"
1650.0,4,3,96,120,"Rungkut, Surabaya"
2000.0,3,2,192,120,"Rungkut, Surabaya"
950.0,2,1,100,50,"Gununganyar, Surabaya"
1450.0,3,1,91,80,"Pakuwon City, Surabaya"
1200.0,4,1,90,90,"Semolowaru, Surabaya"
1650.0,2,1,140,150,"Sidoarjo, Sidoarjo"
1350.0,2,1,98,75,"Kebonsari, Surabaya"
1550.0,3,2,67,110,"Surabaya Kota, Surabaya"
1300.0,3,1,125,100,"Tambaksari, Surabaya"
1300.0,2,2,81,60,"Rungkut, Surabaya"
1670.0,3,3,87,147,"Mulyosari, Surabaya"
1650.0,3,2,112,82,"Rungkut, Surabaya"
1200.0,3,2,60,79,"Tandes, Surabaya"
1900.0,4,2,135,150,"Darmo Permai, Surabaya"
1390.0,3,2,72,140,"Gununganyar, Surabaya"
1450.0,4,2,102,102,"Bulak, Surabaya"
1280.0,2,3,48,92,"Rungkut, Surabaya"
1600.0,3,3,90,160,"Rungkut, Surabaya"
1800.0,3,3,107,105,"Kutisari, Surabaya"
1650.0,3,2,96,120,"Gununganyar, Surabaya"
1000.0,2,1,92,120,"Sidoarjo, Sidoarjo"
1750.0,3,2,135,135,"Sukomanunggal, Surabaya"
449.0,2,1,84,42,"Sidoarjo, Sidoarjo"
1600.0,2,1,120,90,"Sidoarjo, Sidoarjo"
1250.0,2,1,112,112,"Mulyorejo, Surabaya"
1500.0,3,1,91,60,"Rungkut, Surabaya"
900.0,3,2,80,90,"Keputih, Surabaya"
2000.0,2,3,108,150,"Sambikerep, Surabaya"
1350.0,3,1,70,98,"Panjang Jiwo, Surabaya"
1420.0,3,2,67,110,"Manyar, Surabaya"
995.0,3,2,90,60,"Gununganyar, Surabaya"
1400.0,3,1,140,140,"Rungkut, Surabaya"
950.0,4,2,87,126,"Tambaksari, Surabaya"
1700.0,3,1,157,157,"Sutorejo, Surabaya"
1050.0,4,2,102,102,"Gununganyar, Surabaya"
1500.0,1,1,122,250,"Kenjeran, Surabaya"
575.0,4,2,96,160,"Gununganyar, Surabaya"
1950.0,3,2,100,166,"Sutorejo, Surabaya"
360.0,2,1,24,72,"Tambaksari, Surabaya"
1100.0,1,1,200,200,"Rungkut, Surabaya"
1800.0,4,3,126,200,"Dharma Husada, Surabaya"
544.0,2,1,168,170,"Kenjeran, Surabaya"
610.0,2,1,72,72,"Sidoarjo, Sidoarjo"
290.0,2,2,18,33,"Mulyorejo, Surabaya"
1350.0,3,2,59,54,"Surabaya Kota, Surabaya"
660.0,3,2,118,118,"Sidoarjo, Sidoarjo"
1300.0,1,1,163,163,"Citraland, Surabaya"
935.0,3,2,105,105,"Sidoarjo, Sidoarjo"
1700.0,4,3,96,96,"Rungkut, Surabaya"
1370.0,3,3,120,190,"Sidoarjo, Sidoarjo"
1650.0,4,4,90,145,"Tenggilis Mejoyo, Surabaya"
1900.0,4,4,120,190,"Dharma Husada, Surabaya"
1750.0,3,3,81,100,"Rungkut, Surabaya"
600.0,2,1,72,52,"Rungkut, Surabaya"
610.0,3,2,110,55,"Sidoarjo, Sidoarjo"
1500.0,3,2,108,108,"Sawahan, Surabaya"
700.0,3,2,40,40,"Rungkut, Surabaya"
1600.0,3,3,95,150,"Pakal, Surabaya"
775.0,3,3,52,85,"Rungkut, Surabaya"
1150.0,3,3,64,70,"Rungkut, Surabaya"
1970.0,4,4,100,160,"Kenjeran, Surabaya"
1650.0,4,4,90,145,"Nginden, Surabaya"
1200.0,4,3,90,54,"Wiyung, Surabaya"
875.0,3,2,100,70,"Medokan Ayu, Surabaya"
1500.0,3,3,128,128,"Wiyung, Surabaya"
535.0,2,1,60,45,"Karangpilang, Surabaya"
1700.0,3,2,57,80,"Mulyosari, Surabaya"
1700.0,1,1,198,110,"Wiyung, Surabaya"
650.0,2,1,72,60,"Rungkut, Surabaya"
1250.0,3,3,170,150,"Surabaya Kota, Surabaya"
1750.0,3,3,75,115,"Rungkut, Surabaya"
950.0,2,1,84,45,"Rungkut, Surabaya"
1800.0,3,2,118,120,"Kenjeran, Surabaya"
315.0,1,2,18,36,"Kenjeran, Surabaya"
1100.0,3,2,90,80,"Sidoarjo, Sidoarjo"
1950.0,1,1,78,60,"Kenjeran, Surabaya"
1600.0,3,3,81,120,"Rungkut, Surabaya"
1100.0,1,1,200,200,"Medokan Ayu, Surabaya"
1600.0,3,2,108,80,"Sukolilo, Surabaya"
790.0,1,1,72,36,"Citraland, Surabaya"
650.0,1,1,84,84,"Benowo, Surabaya"
795.0,3,1,75,45,"Rungkut, Surabaya"
1500.0,3,3,108,108,"Sawahan, Surabaya"
750.0,1,1,105,210,"Benowo, Surabaya"
650.0,4,1,60,100,"Pakal, Surabaya"
2000.0,4,2,127,157,"Pakis, Surabaya"
400.0,2,1,60,60,"Pakal, Surabaya"
1490.0,4,3,112,190,"Wiyung, Surabaya"
1100.0,3,2,90,90,"Rungkut, Surabaya"
850.0,2,1,90,60,"Rungkut, Surabaya"
900.0,3,1,90,60,"Rungkut, Surabaya"
1100.0,3,1,121,70,"Lidah Kulon, Surabaya"
1570.0,3,2,60,110,"Mulyosari, Surabaya"
360.0,2,1,54,112,"Kenjeran, Surabaya"
1250.0,4,2,135,135,"Lidah Kulon, Surabaya"
1190.0,3,2,90,160,"Pakuwon, Surabaya"
1400.0,3,1,148,148,"Lidah Kulon, Surabaya"
900.0,2,2,60,56,"Gresik, Gresik"
200.0,2,1,78,78,"Pakis, Surabaya"
850.0,4,1,96,192,"Karangpilang, Surabaya"
1450.0,3,2,90,72,"Pakuwon City, Surabaya"
1850.0,3,3,82,135,"Dharma Husada, Surabaya"
1300.0,3,1,140,120,"Darmo Permai, Surabaya"
1650.0,3,2,91,140,"Pakuwon City, Surabaya"
850.0,3,1,90,60,"Semampir, Surabaya"
850.0,2,2,60,53,"Wiyung, Surabaya"
1600.0,3,2,90,100,"Mulyorejo, Surabaya"
1600.0,3,3,72,125,"Rungkut, Surabaya"
1600.0,2,2,119,77,"Keputih, Surabaya"
1200.0,3,1,98,98,"Rungkut, Surabaya"
1650.0,4,4,90,140,"Semolowaru, Surabaya"
1690.0,4,3,205,160,"Rungkut, Surabaya"
950.0,3,2,78,90,"Rungkut, Surabaya"
590.0,2,1,52,40,"Medokan Ayu, Surabaya"
1500.0,3,3,90,125,"Sukolilo, Surabaya"
950.0,2,2,78,60,"Rungkut, Surabaya"
1800.0,3,3,78,120,"Nginden, Surabaya"
650.0,2,2,72,50,"Gununganyar, Surabaya"
1500.0,4,2,136,185,"Gayungan, Surabaya"
1850.0,3,2,162,100,"Wiyung, Surabaya"
1100.0,2,1,84,60,"Jambangan, Surabaya"
800.0,2,1,84,54,"Medokan Ayu, Surabaya"
1500.0,3,3,90,125,"Semolowaru, Surabaya"
1100.0,2,1,96,66,"Rungkut, Surabaya"
620.0,2,1,65,30,"Medokan Ayu, Surabaya"
1700.0,3,2,153,150,"Kutisari, Surabaya"
500.0,1,2,19,40,"Tegalsari, Surabaya"
1250.0,3,2,84,152,"Tambaksari, Surabaya"
1370.0,3,2,62,80,"Bulak, Surabaya"
470.0,2,1,42,66,"Sidoarjo, Sidoarjo"
1750.0,3,3,100,128,"Jemursari, Surabaya"
300.0,2,2,27,50,"Sukolilo, Surabaya"
1000.0,4,2,90,90,"Kenjeran, Surabaya"
885.0,3,2,45,64,"Rungkut, Surabaya"
995.0,3,2,98,135,"Wiyung, Surabaya"
900.0,2,1,90,90,"Rungkut, Surabaya"
1750.0,3,1,114,120,"Sukolilo, Surabaya"
800.0,2,1,84,54,"Rungkut, Surabaya"
1370.0,4,3,70,90,"Rungkut, Surabaya"
1000.0,4,2,90,90,"Mulyorejo, Surabaya"
1850.0,4,3,90,130,"Sutorejo, Surabaya"
1380.0,3,3,60,80,"Semampir, Surabaya"
650.0,2,2,60,90,"Gununganyar, Surabaya"
600.0,2,1,72,54,"Wonorejo, Surabaya"
1200.0,3,2,90,100,"Wiyung, Surabaya"
1300.0,3,1,120,80,"Rungkut, Surabaya"
1390.0,3,2,105,150,"Citraland, Surabaya"
1500.0,2,2,90,60,"Keputih, Surabaya"
1250.0,3,2,76,82,"Rungkut, Surabaya"
1980.0,4,3,120,170,"Semolowaru, Surabaya"
1100.0,3,2,90,100,"Wonorejo, Surabaya"
1000.0,4,2,91,160,"Sidoarjo, Sidoarjo"
1600.0,4,1,135,180,"Rungkut, Surabaya"
890.0,2,2,91,56,"Rungkut, Surabaya"
700.0,2,1,81,50,"Medokan Ayu, Surabaya"
850.0,2,1,78,48,"Medokan Ayu, Surabaya"
2000.0,3,2,161,200,"Rungkut, Surabaya"
1750.0,3,3,100,120,"Kutisari, Surabaya"
1650.0,2,1,150,180,"Kutisari, Surabaya"
1990.0,2,2,91,90,"Mulyorejo, Surabaya"
1680.0,4,4,100,140,"Semampir, Surabaya"
750.0,3,1,100,60,"Medokan Ayu, Surabaya"
1100.0,2,1,84,60,"Gayungan, Surabaya"
1750.0,4,3,105,150,"Wiyung, Surabaya"
500.0,2,1,50,35,"Rungkut, Surabaya"
1350.0,3,2,112,80,"Rungkut, Surabaya"
1380.0,3,3,60,80,"Sukolilo, Surabaya"
1250.0,3,2,50,65,"Rungkut, Surabaya"
1850.0,4,3,90,130,"Mulyorejo, Surabaya"
1380.0,3,3,70,70,"Rungkut, Surabaya"
1500.0,4,2,96,176,"Rungkut, Surabaya"
1260.0,3,2,91,90,"Rungkut, Surabaya"
995.0,2,2,100,45,"Rungkut, Surabaya"
1600.0,3,4,75,120,"Mulyorejo, Surabaya"
2000.0,4,3,119,199,"Sutorejo, Surabaya"
1800.0,4,3,119,199,"Mulyorejo, Surabaya"
835.0,3,1,100,64,"Wonorejo, Surabaya"
1100.0,3,2,90,95,"Sidoarjo, Sidoarjo"
950.0,3,2,108,100,"Semolowaru, Surabaya"
300.0,2,2,21,50,"Semolowaru, Surabaya"
1260.0,3,2,91,70,"Medokan Ayu, Surabaya"
1650.0,3,4,84,130,"Mulyosari, Surabaya"
999.0,3,1,50,75,"Rungkut, Surabaya"
1350.0,3,2,76,130,"Kenjeran, Surabaya"
1550.0,3,2,105,150,"Citraland, Surabaya"
950.0,2,1,100,100,"Kenjeran, Surabaya"
1600.0,4,3,73,129,"Jemursari, Surabaya"
1390.0,3,2,63,97,"Rungkut, Surabaya"
1680.0,3,2,83,123,"Rungkut, Surabaya"
900.0,2,2,105,75,"Sidoarjo, Sidoarjo"
975.0,2,1,105,100,"Rungkut, Surabaya"
1300.0,3,3,79,112,"Mulyosari, Surabaya"
1700.0,3,3,100,138,"Rungkut, Surabaya"
800.0,3,2,112,85,"Wonorejo, Surabaya"
850.0,3,2,63,113,"Tegalsari, Surabaya"
1600.0,4,3,74,129,"Jemursari, Surabaya"
1550.0,3,2,90,150,"Wiyung, Surabaya"
1650.0,3,2,180,220,"Rungkut, Surabaya"
1350.0,3,2,135,160,"Rungkut, Surabaya"
1200.0,3,2,91,85,"Medokan Ayu, Surabaya"
2000.0,4,3,102,145,"Tandes, Surabaya"
1700.0,2,2,72,140,"Citraland, Surabaya"
1470.0,3,2,128,174,"Rungkut, Surabaya"
1200.0,3,2,96,192,"Tandes, Surabaya"
1100.0,3,1,152,60,"Menganti, Surabaya"
825.0,3,1,75,75,"Kebraon, Surabaya"
1350.0,3,2,80,100,"Sambikerep, Surabaya"
1200.0,2,2,72,140,"Citraland, Surabaya"
1800.0,3,2,90,100,"Kenjeran, Surabaya"
1350.0,4,3,90,120,"Rungkut, Surabaya"
1950.0,3,3,175,175,"Sukolilo, Surabaya"
1150.0,2,1,112,90,"Sukolilo, Surabaya"
1900.0,2,1,100,150,"Manyar, Surabaya"
1950.0,4,3,98,129,"Mulyorejo, Surabaya"
1250.0,3,2,135,83,"Sidoarjo, Sidoarjo"
1300.0,2,1,79,65,"Wiyung, Surabaya"
550.0,3,1,50,60,"Tambaksari, Surabaya"
850.0,2,2,48,40,"Tandes, Surabaya"
800.0,2,1,100,100,"Tambaksari, Surabaya"
900.0,2,2,96,128,"Manukan, Surabaya"
355.0,2,1,72,36,"Citraland, Surabaya"
1700.0,3,2,153,100,"Kutisari, Surabaya"
1100.0,3,2,65,61,"Mulyorejo, Surabaya"
473.0,2,1,185,120,"Rungkut, Surabaya"
1750.0,3,2,135,125,"Darmo Permai, Surabaya"
496.0,2,1,185,120,"Rungkut, Surabaya"
2000.0,3,2,135,120,"Wiyung, Surabaya"
1300.0,2,1,90,60,"Citraland, Surabaya"
1390.0,2,1,105,54,"Citraland, Surabaya"
1400.0,2,2,92,67,"Pakuwon City, Surabaya"
680.0,2,1,125,100,"Sawahan, Surabaya"
428.0,2,1,90,96,"Pakal, Surabaya"
1600.0,4,2,121,121,"Lidah Kulon, Surabaya"
700.0,2,1,64,64,"Tambaksari, Surabaya"
1300.0,4,3,121,121,"Lidah Kulon, Surabaya"
400.0,3,2,60,50,"Kenjeran, Surabaya"
1100.0,2,1,108,100,"Kebraon, Surabaya"
400.0,3,2,52,40,"Kutisari, Surabaya"
1500.0,4,2,120,120,"Kalisari, Surabaya"
571.0,2,1,112,130,"Karangpilang, Surabaya"
1600.0,3,2,120,96,"Wiyung, Surabaya"
1200.0,3,2,60,79,"Pakuwon, Surabaya"
1900.0,3,3,78,110,"Citraland, Surabaya"
216.0,1,1,90,40,"Benowo, Surabaya"
1300.0,4,3,120,170,"Gununganyar, Surabaya"
1600.0,4,4,90,120,"Kenjeran, Surabaya"
900.0,3,1,150,100,"Wiyung, Surabaya"
550.0,2,1,50,30,"Rungkut, Surabaya"
750.0,2,2,120,100,"Wiyung, Surabaya"
950.0,2,1,75,84,"Kapasan, Surabaya"
1900.0,3,3,120,160,"Pakuwon, Surabaya"
1600.0,4,4,73,125,"Jemursari, Surabaya"
495.0,2,2,32,60,"Rungkut, Surabaya"
1650.0,4,4,90,145,"Kenjeran, Surabaya"
575.0,2,2,44,55,"Rungkut, Surabaya"
1800.0,3,3,126,135,"Kenjeran, Surabaya"
925.0,3,2,50,80,"Kutisari, Surabaya"
710.0,2,2,90,65,"Wonorejo, Surabaya"
710.0,3,2,43,60,"Rungkut, Surabaya"
1420.0,4,3,68,110,"Manyar, Surabaya"
1350.0,3,2,97,97,"Gubeng, Surabaya"
599.0,3,1,100,50,"Rungkut, Surabaya"
1900.0,3,3,120,200,"Gubeng, Surabaya"
1450.0,4,3,72,105,"Kenjeran, Surabaya"
465.0,2,1,60,40,"Sidoarjo, Sidoarjo"
975.0,2,1,150,130,"Rungkut, Surabaya"
1400.0,3,2,69,165,"Sambikerep, Surabaya"
