price,bedroom,bathroom,land_area,building_area,location
1450.0,1,1,150,90,"Darmo Permai, Surabaya"
725.0,2,1,112,112,"Sidoarjo, Sidoarjo"
1950.0,3,3,96,140,"Tenggilis Mejoyo, Surabaya"
1500.0,2,2,120,90,"Babatan, Surabaya"
600.0,2,1,72,50,"Rungkut, Surabaya"
750.0,2,1,90,50,"Medokan Ayu, Surabaya"
1550.0,3,2,119,80,"Tambaksari, Surabaya"
1300.0,4,2,91,120,"Kenjeran, Surabaya"
1990.0,3,2,178,165,"Wiyung, Surabaya"
500.0,2,2,84,78,"Menganti, Surabaya"
400.0,2,1,60,36,"Sambikerep, Surabaya"
980.0,3,3,60,89,"Sidoarjo, Sidoarjo"
900.0,3,1,80,59,"Sukolilo, Surabaya"
503.0,2,1,90,42,"Wonocolo, Surabaya"
503.0,2,1,72,36,"Rungkut Industri, Surabaya"
1350.0,2,2,96,72,"Kenjeran, Surabaya"
504.0,2,1,90,40,"Sidoarjo, Sidoarjo"
750.0,2,2,72,72,"Rungkut, Surabaya"
504.0,2,1,72,35,"Sidoarjo, Sidoarjo"
503.0,2,1,72,35,"Sidoarjo, Sidoarjo"
1500.0,2,1,105,100,"Wiyung, Surabaya"
780.0,2,1,91,75,"Wonorejo, Surabaya"
1350.0,1,1,120,240,"Mulyorejo, Surabaya"
300.0,2,1,72,40,"Surabaya Kota, Surabaya"
1000.0,3,2,146,140,"Karangpilang, Surabaya"
690.0,4,2,150,100,"Sidoarjo, Sidoarjo"
1600.0,3,2,108,95,"Kebraon, Surabaya"
1000.0,2,2,90,120,"Rungkut, Surabaya"
800.0,2,1,75,45,"Kenjeran, Surabaya"
2000.0,4,3,150,210,"Kedung Baruk, Surabaya"
1200.0,2,1,84,84,"Tambaksari, Surabaya"
1400.0,4,3,180,135,"Sidoarjo, Sidoarjo"
890.0,3,1,84,80,"Kebraon, Surabaya"
790.0,3,2,83,75,"Tambaksari, Surabaya"
865.0,3,2,97,90,"Tambaksari, Surabaya"
1300.0,4,3,135,200,"Sidoarjo, Sidoarjo"
1750.0,3,3,107,214,"Kapasan, Surabaya"
1400.0,4,2,110,110,"Dukuh Kupang, Surabaya"
870.0,2,1,128,101,"Gununganyar, Surabaya"
399.0,2,1,90,36,"Sidoarjo, Sidoarjo"
1000.0,2,1,75,49,"Sukolilo, Surabaya"
1650.0,3,3,120,144,"Sidoarjo, Sidoarjo"
950.0,3,2,127,128,"Surabaya Kota, Surabaya"
900.0,3,1,96,40,"Manukan, Surabaya"
980.0,4,2,105,138,"Sawahan, Surabaya"
1900.0,3,3,120,200,"Pakuwon City, Surabaya"
1500.0,2,2,72,144,"Tandes, Surabaya"
1400.0,3,1,100,128,"Wonocolo, Surabaya"
1100.0,2,2,57,60,"Kenjeran, Surabaya"
700.0,2,1,123,61,"Sidoarjo, Sidoarjo"
375.0,2,2,22,43,"Surabaya Kota, Surabaya"
700.0,2,1,93,93,"Sidoarjo, Sidoarjo"
1100.0,3,3,67,67,"Kenjeran, Surabaya"
800.0,2,1,60,45,"Kenjeran, Surabaya"
280.0,2,2,16,40,"Surabaya Kota, Surabaya"
825.0,2,2,45,87,"Surabaya Kota, Surabaya"
1700.0,3,2,120,120,"Kenjeran, Surabaya"
1370.0,3,2,120,100,"Rungkut, Surabaya"
600.0,2,2,42,81,"Surabaya Kota, Surabaya"
1500.0,4,2,96,192,"Kenjeran, Surabaya"
1400.0,2,1,135,112,"Mulyorejo, Surabaya"
750.0,2,1,84,65,"Wonorejo, Surabaya"
985.0,3,1,165,125,"Bulak, Surabaya"
1800.0,3,2,75,95,"Bulak, Surabaya"
1750.0,4,4,120,185,"Sukolilo, Surabaya"
790.0,2,1,120,110,"Sidoarjo, Sidoarjo"
1500.0,2,2,180,150,"Sidoarjo, Sidoarjo"
1700.0,2,2,72,84,"Tandes, Surabaya"
1800.0,3,2,75,95,"Kenjeran, Surabaya"
1600.0,4,4,160,220,"Sidoarjo, Sidoarjo"
1700.0,4,3,205,160,"Rungkut, Surabaya"
2000.0,3,2,200,160,"Sukolilo, Surabaya"
1600.0,4,3,136,100,"Sukolilo, Surabaya"
1800.0,4,3,126,205,"Gubeng, Surabaya"
1200.0,2,1,148,85,"Sidoarjo, Sidoarjo"
900.0,3,2,128,128,"Tambaksari, Surabaya"
1200.0,3,2,136,160,"Sukolilo, Surabaya"
524.0,3,2,108,100,"Sidoarjo, Sidoarjo"
1350.0,2,2,108,63,"Pakuwon Indah, Surabaya"
1800.0,3,4,117,200,"Semolowaru, Surabaya"
1880.0,3,2,175,120,"Mulyorejo, Surabaya"
1750.0,4,3,135,126,"Surabaya Kota, Surabaya"
1620.0,3,3,90,120,"Mulyosari, Surabaya"
1820.0,2,1,184,120,"Darmo Permai, Surabaya"
2000.0,4,3,150,230,"Rungkut, Surabaya"
1000.0,2,2,48,98,"Gununganyar, Surabaya"
1900.0,4,3,102,129,"Sukolilo, Surabaya"
2000.0,3,2,200,159,"Sukolilo, Surabaya"
1800.0,4,2,165,160,"Sukolilo, Surabaya"
826.0,3,2,72,70,"Sidoarjo, Sidoarjo"
525.0,2,1,50,34,"Gununganyar, Surabaya"
2000.0,3,2,91,160,"Mulyorejo, Surabaya"
1500.0,3,1,117,96,"Kutisari, Surabaya"
690.0,3,1,60,60,"Pakal, Surabaya"
1800.0,4,3,128,200,"Citraland, Surabaya"
1250.0,3,2,51,70,"Rungkut, Surabaya"
1850.0,3,3,94,118,"Pakuwon City, Surabaya"
1000.0,3,2,65,61,"Kenjeran, Surabaya"
1100.0,3,3,180,160,"Sidoarjo, Sidoarjo"
1670.0,4,2,190,120,"Nginden, Surabaya"
715.0,2,1,54,38,"Gununganyar, Surabaya"
1700.0,3,2,205,175,"Rungkut, Surabaya"
1650.0,2,1,96,62,"Jambangan, Surabaya"
1400.0,2,2,90,85,"Surabaya Kota, Surabaya"
625.0,2,1,72,50,"Menganti, Surabaya"
1600.0,3,2,144,100,"Lidah Kulon, Surabaya"
1650.0,4,4,165,209,"Sidoarjo, Sidoarjo"
1350.0,3,3,90,125,"Rungkut, Surabaya"
585.0,2,1,72,52,"Rungkut, Surabaya"
690.0,4,2,150,100,"Sidoarjo, Surabaya"
1350.0,3,2,51,83,"Ketintang, Surabaya"
1850.0,4,2,200,200,"Tenggilis Mejoyo, Surabaya"
1200.0,4,3,105,105,"Kutisari, Surabaya"
1300.0,2,2,90,80,"Citraland, Surabaya"
950.0,3,2,78,60,"Surabaya Kota, Surabaya"
1400.0,3,2,112,85,"Rungkut, Surabaya"
1400.0,3,2,135,160,"Darmo Permai, Surabaya"
591.0,2,1,125,100,"Sawahan, Surabaya"
1900.0,3,3,72,90,"Mulyosari, Surabaya"
1900.0,3,2,135,100,"Wiyung, Surabaya"
495.0,2,1,38,38,"Gununganyar, Surabaya"
1700.0,3,2,57,80,"Mulyorejo, Surabaya"
950.0,2,2,72,140,"Waru, Surabaya"
435.0,3,1,90,75,"Gubeng, Surabaya"
1500.0,3,2,96,106,"Gununganyar, Surabaya"
1130.0,2,1,84,56,"Rungkut, Surabaya"
850.0,3,3,125,125,"Surabaya Kota, Surabaya"
1100.0,3,1,131,90,"Wiyung, Surabaya"
1200.0,3,3,92,127,"Waru, Surabaya"
1500.0,4,2,139,140,"Gununganyar, Surabaya"
1900.0,3,1,200,160,"Manyar, Surabaya"
1200.0,2,2,96,150,"Wiyung, Surabaya"
1800.0,3,3,136,210,"Gayungan, Surabaya"
1300.0,3,3,126,126,"Wiyung, Surabaya"
1600.0,3,2,140,110,"Wiyung, Surabaya"
1800.0,4,2,120,120,"Mulyorejo, Surabaya"
750.0,2,1,90,36,"Waru, Surabaya"
1600.0,3,3,66,110,"Galaxy, Surabaya"
1800.0,1,2,192,191,"Petemon, Surabaya"
1100.0,3,2,112,90,"Wiyung, Surabaya"
410.0,2,1,114,66,"Sidoarjo, Sidoarjo"
635.0,4,2,148,140,"Genteng, Surabaya"
650.0,4,2,190,141,"Simokerto, Surabaya"
1650.0,4,2,150,110,"Kenjeran, Surabaya"
840.0,3,2,100,120,"Tenggilis Mejoyo, Surabaya"
1120.0,2,1,180,100,"Sambikerep, Surabaya"
1640.0,3,2,69,90,"Tenggilis Mejoyo, Surabaya"
1500.0,2,2,72,90,"Citraland, Surabaya"
490.0,2,2,90,36,"Sidoarjo, Surabaya"
432.0,3,1,60,40,"Pakuwon, Surabaya"
1400.0,2,1,108,200,"Sukomanunggal, Surabaya"
700.0,3,2,108,160,"Wiyung, Surabaya"
620.0,2,1,72,45,"Citraland, Surabaya"
350.0,2,1,92,60,"Manukan, Surabaya"
950.0,2,1,90,65,"Sidoarjo, Sidoarjo"
200.0,1,1,60,30,"Gresik, Gresik"
1000.0,3,2,120,80,"Citraland, Surabaya"
2000.0,4,3,150,250,"Wiyung, Surabaya"
1800.0,2,1,140,150,"Sidoarjo, Surabaya"
1800.0,3,3,150,98,"Kedung Baruk, Surabaya"
600.0,2,1,83,165,"Wiyung, Surabaya"
1370.0,3,3,64,110,"Jambangan, Surabaya"
1070.0,2,2,45,75,"Jemursari, Surabaya"
2000.0,2,1,180,100,"Mulyorejo, Surabaya"
2000.0,3,3,96,135,"Sukomanunggal, Surabaya"
1200.0,3,2,104,90,"Rungkut, Surabaya"
1000.0,2,2,165,212,"Manukan, Surabaya"
1580.0,3,3,72,85,"Mulyosari, Surabaya"
1400.0,3,2,90,150,"Wiyung, Surabaya"
1980.0,4,2,120,150,"Citraland, Surabaya"
1350.0,3,2,52,85,"Mulyosari, Surabaya"
1900.0,3,3,100,120,"Tenggilis Mejoyo, Surabaya"
670.0,2,1,88,70,"Kebraon, Surabaya"
1000.0,2,1,72,72,"Jambangan, Surabaya"
1220.0,2,1,40,120,"Pabean Cantikan, Surabaya"
1750.0,3,2,135,100,"Tandes, Surabaya"
1800.0,3,3,90,150,"Kenjeran, Surabaya"
1100.0,3,3,67,135,"Tambaksari, Surabaya"
1850.0,3,3,102,150,"Tandes, Surabaya"
1500.0,4,4,160,240,"Sidoarjo, Sidoarjo"
1600.0,3,3,75,115,"Mulyosari, Surabaya"
1400.0,3,3,98,160,"Surabaya Kota, Surabaya"
1550.0,3,2,162,135,"Sambikerep, Surabaya"
1200.0,4,2,122,200,"Sidoarjo, Surabaya"
1160.0,3,2,100,78,"Rungkut, Surabaya"
597.0,2,1,66,60,"Medokan Ayu, Surabaya"
700.0,3,1,76,54,"Manukan, Surabaya"
1700.0,4,3,150,160,"Citraland, Surabaya"
1550.0,3,3,120,200,"Sukolilo, Surabaya"
1350.0,3,2,75,135,"Waru, Surabaya"
700.0,3,2,70,35,"Surabaya Kota, Surabaya"
400.0,2,1,72,35,"Sidoarjo, Surabaya"
1770.0,3,2,73,120,"Mulyosari, Surabaya"
1100.0,3,2,112,112,"Lidah Kulon, Surabaya"
1890.0,3,2,180,160,"Gununganyar, Surabaya"
850.0,2,1,84,50,"Wiyung, Surabaya"
1000.0,2,2,90,65,"Citraland, Surabaya"
990.0,2,1,90,50,"Wiyung, Surabaya"
700.0,2,1,65,65,"Tambaksari, Surabaya"
2000.0,3,3,78,90,"Graha, Surabaya"
1900.0,3,3,160,120,"Dharma Husada, Surabaya"
1980.0,2,2,108,135,"Pakuwon Indah, Surabaya"
1200.0,3,2,91,120,"Wonorejo, Surabaya"
1700.0,2,2,72,70,"Tandes, Surabaya"
1500.0,3,1,173,173,"Rungkut, Surabaya"
850.0,2,2,96,180,"Wiyung, Surabaya"
1600.0,4,3,112,190,"Wiyung, Surabaya"
1990.0,4,3,105,150,"Wiyung, Surabaya"
1000.0,2,2,60,180,"Wiyung, Surabaya"
1400.0,2,2,122,122,"Rungkut, Surabaya"
850.0,2,1,72,70,"Sukolilo, Surabaya"
998.0,4,2,120,120,"Kebraon, Surabaya"
780.0,2,1,91,91,"Wonorejo, Surabaya"
1270.0,4,2,129,129,"Tambaksari, Surabaya"
1600.0,4,3,180,135,"Rungkut, Surabaya"
950.0,3,2,84,100,"Kenjeran, Surabaya"
580.0,3,2,50,100,"Kenjeran, Surabaya"
1500.0,2,1,114,114,"Sawahan, Surabaya"
1600.0,3,2,175,130,"Kenjeran, Surabaya"
1390.0,3,2,72,140,"Middle East Ring Road, Surabaya"
800.0,2,1,72,72,"Medokan Ayu, Surabaya"
500.0,2,1,72,36,"Menganti, Surabaya"
1200.0,4,1,102,150,"Waru, Surabaya"
1020.0,2,1,114,114,"Kenjeran, Surabaya"
1900.0,3,3,100,150,"Mulyorejo, Surabaya"
1850.0,4,2,112,160,"Waru, Surabaya"
725.0,3,2,52,90,"Rungkut, Surabaya"
800.0,2,2,40,60,"Nginden, Surabaya"
1900.0,3,1,160,160,"Wonorejo, Surabaya"
1300.0,4,2,90,50,"Citraland, Surabaya"
2000.0,4,2,96,135,"Darmo Permai, Surabaya"
1800.0,3,2,144,144,"Waru, Surabaya"
1650.0,3,2,120,130,"Citraland, Surabaya"
1800.0,3,3,75,120,"Sukolilo, Surabaya"
1720.0,3,2,135,126,"Mulyosari, Surabaya"
503.0,2,1,72,36,"Gayungan, Surabaya"
825.0,2,1,72,40,"Citraland, Surabaya"
503.0,2,1,72,36,"Wonokromo, Surabaya"
1300.0,2,1,90,60,"Wonorejo, Surabaya"
1300.0,3,2,200,144,"Sidoarjo, Sidoarjo"
507.0,2,2,90,56,"Dukuh Pakis, Surabaya"
780.0,3,2,46,90,"Medokan Ayu, Surabaya"
1070.0,3,2,60,72,"Rungkut, Surabaya"
2000.0,4,3,91,135,"Mulyosari, Surabaya"
1950.0,4,3,120,126,"Citraland, Surabaya"
725.0,2,2,60,62,"Gununganyar, Surabaya"
2000.0,3,3,105,170,"Sukolilo, Surabaya"
503.0,2,1,72,36,"Sawahan, Surabaya"
1650.0,3,3,71,110,"Rungkut, Surabaya"
1270.0,3,3,70,90,"Rungkut, Surabaya"
1400.0,3,3,70,105,"Rungkut, Surabaya"
1650.0,3,3,100,155,"Rungkut, Surabaya"
1100.0,3,3,60,80,"Kenjeran, Surabaya"
975.0,4,3,81,100,"Medokan Ayu, Surabaya"
2000.0,2,1,128,88,"Rungkut, Surabaya"
1300.0,3,3,62,94,"Rungkut, Surabaya"
1600.0,3,2,89,120,"Wonorejo, Surabaya"
1800.0,3,4,100,135,"Tenggilis Mejoyo, Surabaya"
1590.0,3,2,105,140,"Rungkut, Surabaya"
1390.0,3,2,60,105,"Sutorejo, Surabaya"
503.0,3,2,90,56,"Tambaksari, Surabaya"
700.0,3,2,52,70,"Wonorejo, Surabaya"
900.0,2,2,61,75,"Medokan Ayu, Surabaya"
1150.0,3,2,90,130,"Rungkut, Surabaya"
735.0,3,2,52,80,"Rungkut, Surabaya"
600.0,2,1,54,40,"Medokan Ayu, Surabaya"
760.0,2,2,73,44,"Sidoarjo, Sidoarjo"
950.0,2,1,84,49,"Wonorejo, Surabaya"
1670.0,3,3,75,110,"Rungkut, Surabaya"
620.0,2,1,87,63,"Medokan Ayu, Surabaya"
800.0,2,2,60,66,"Medokan Ayu, Surabaya"
1500.0,3,1,96,100,"Wiyung, Surabaya"
1100.0,3,3,75,110,"Medokan Ayu, Surabaya"
1900.0,3,3,150,200,"Kedung Baruk, Surabaya"
1750.0,3,3,75,120,"Middle East Ring Road, Surabaya"
2000.0,1,1,200,181,"Mulyorejo, Surabaya"
1200.0,3,1,112,100,"Rungkut, Surabaya"
1200.0,4,2,156,223,"Rungkut Industri, Surabaya"
1700.0,4,3,119,199,"Mulyorejo, Surabaya"
925.0,2,1,117,117,"Surabaya Kota, Surabaya"
1900.0,4,4,120,160,"Sukolilo, Surabaya"
1300.0,3,3,79,112,"Surabaya Kota, Surabaya"
2000.0,3,4,102,150,"Citraland, Surabaya"
2000.0,3,3,102,105,"Wiyung, Surabaya"
1790.0,2,2,120,120,"Sambikerep, Surabaya"
995.0,3,2,183,150,"Rungkut, Surabaya"
1100.0,3,2,90,98,"Wiyung, Surabaya"
1050.0,3,2,120,120,"Wiyung, Surabaya"
1550.0,2,1,135,100,"Wiyung, Surabaya"
1300.0,4,2,127,130,"Gresik, Gresik"
875.0,3,1,75,48,"Sukolilo, Surabaya"
1750.0,3,2,150,100,"Sukolilo, Surabaya"
1800.0,3,3,157,150,"Sutorejo, Surabaya"
1300.0,3,2,50,61,"Tenggilis Mejoyo, Surabaya"
1600.0,3,3,94,168,"Citraland, Surabaya"
1400.0,2,1,151,46,"Waru, Surabaya"
1100.0,3,2,50,110,"Tambaksari, Surabaya"
1600.0,4,2,180,160,"Waru, Surabaya"
2000.0,3,3,140,160,"Kenjeran, Surabaya"
1100.0,3,2,120,130,"Gununganyar, Surabaya"
1950.0,3,3,88,123,"Rungkut, Surabaya"
800.0,2,2,129,150,"Pakal, Surabaya"
1900.0,4,2,152,250,"Krembangan, Surabaya"
620.0,3,3,186,180,"Sidoarjo, Sidoarjo"
1100.0,2,2,72,60,"Sidoarjo, Sidoarjo"
470.0,2,1,54,70,"Rungkut, Surabaya"
1850.0,4,4,102,120,"Mulyosari, Surabaya"
378.0,2,1,105,100,"Sidoarjo, Sidoarjo"
1670.0,3,2,84,72,"Mulyorejo, Surabaya"
1800.0,4,3,157,157,"Sutorejo, Surabaya"
1600.0,3,2,108,70,"Mulyosari, Surabaya"
1300.0,4,2,90,90,"Babatan, Surabaya"
2000.0,4,3,150,230,"Kedung Baruk, Surabaya"
730.0,2,1,117,117,"Sidoarjo, Sidoarjo"
700.0,2,1,84,84,"Wiyung, Surabaya"
1600.0,3,2,84,84,"Kebraon, Surabaya"
925.0,3,1,100,95,"Dukuh Kupang, Surabaya"
450.0,2,1,44,26,"Tambaksari, Surabaya"
1850.0,2,1,184,120,"Sukomanunggal, Surabaya"
1350.0,3,2,135,100,"Gununganyar, Surabaya"
1500.0,4,3,100,175,"Rungkut, Surabaya"
750.0,3,2,73,57,"Sidoarjo, Surabaya"
700.0,3,1,90,70,"Sidoarjo, Sidoarjo"
525.0,2,1,45,30,"Kenjeran, Surabaya"
875.0,3,2,50,63,"Surabaya Kota, Surabaya"
850.0,2,1,85,85,"Darmo Permai, Surabaya"
875.0,3,1,75,48,"Surabaya Kota, Surabaya"
890.0,2,1,61,85,"Rungkut, Surabaya"
1250.0,3,2,78,70,"Wonorejo, Surabaya"
2000.0,3,3,128,200,"Mulyosari, Surabaya"
1150.0,2,2,66,77,"Wiyung, Surabaya"
1300.0,3,2,135,135,"Wiyung, Surabaya"
1700.0,3,2,192,120,"Waru, Surabaya"
875.0,3,2,50,75,"Mulyorejo, Surabaya"
1250.0,3,2,55,78,"Pakal, Surabaya"
1800.0,4,4,102,156,"Mulyosari, Surabaya"
1500.0,4,3,67,110,"Semolowaru, Surabaya"
790.0,2,1,74,74,"Surabaya Kota, Surabaya"
1250.0,3,1,135,85,"Sidoarjo, Sidoarjo"
1200.0,4,2,100,150,"Jambangan, Surabaya"
950.0,3,2,78,60,"Tambaksari, Surabaya"
1400.0,4,2,90,86,"Sidoarjo, Sidoarjo"
600.0,2,1,100,90,"Tambaksari, Surabaya"
690.0,2,1,97,55,"Surabaya Kota, Surabaya"
900.0,2,2,96,128,"Wiyung, Surabaya"
1800.0,2,2,150,107,"Rungkut, Surabaya"
2000.0,4,3,185,185,"Gununganyar, Surabaya"
1000.0,4,1,102,102,"Waru, Surabaya"
750.0,2,2,176,100,"Sidoarjo, Sidoarjo"
1850.0,3,2,104,132,"Darmo Permai, Surabaya"
450.0,2,1,60,60,"Sidoarjo, Surabaya"
450.0,2,1,60,60,"Pakuwon City, Surabaya"
1200.0,3,3,55,80,"Rungkut, Surabaya"
490.0,4,3,150,145,"Sidoarjo, Sidoarjo"
925.0,3,2,105,100,"Sidoarjo, Sidoarjo"
450.0,2,1,60,60,"Surabaya Kota, Surabaya"
450.0,2,1,60,60,"Citraland, Surabaya"
496.0,3,2,108,105,"Sidoarjo, Sidoarjo"
325.0,2,2,21,30,"Sukolilo, Surabaya"
495.0,2,1,37,37,"Gununganyar, Surabaya"
1470.0,3,2,60,85,"Ketintang, Surabaya"
1200.0,4,3,150,185,"Tambaksari, Surabaya"
1850.0,3,2,120,80,"Citraland, Surabaya"
1500.0,3,3,103,150,"Pakal, Surabaya"
450.0,2,1,54,42,"Medokan Ayu, Surabaya"
800.0,3,1,75,40,"Medokan Ayu, Surabaya"
1900.0,3,3,110,150,"Ketintang, Surabaya"
1350.0,3,2,57,100,"Surabaya Kota, Surabaya"
1680.0,3,2,72,84,"Surabaya Kota, Surabaya"
700.0,3,2,60,50,"Gununganyar, Surabaya"
795.0,4,1,154,135,"Sidoarjo, Sidoarjo"
550.0,2,1,55,55,"Surabaya Kota, Surabaya"
1500.0,2,1,200,200,"Surabaya Kota, Surabaya"
650.0,1,1,90,90,"Sidoarjo, Sidoarjo"
900.0,2,1,72,54,"Surabaya Kota, Surabaya"
1400.0,2,2,72,180,"Kenjeran, Surabaya"
1750.0,4,3,72,140,"Tambaksari, Surabaya"
1100.0,3,2,150,165,"Sidoarjo, Surabaya"
1500.0,2,1,57,100,"Bubutan, Surabaya"
850.0,3,2,78,120,"Benowo, Surabaya"
750.0,3,2,100,60,"Medokan Ayu, Surabaya"
503.0,2,1,84,45,"Wonokromo, Surabaya"
501.0,2,1,72,36,"Gayungan, Surabaya"
1900.0,4,3,95,120,"Mulyorejo, Surabaya"
1050.0,2,1,77,58,"Surabaya Kota, Surabaya"
1750.0,3,2,114,105,"Pakuwon City, Surabaya"
1350.0,3,2,112,162,"Wiyung, Surabaya"
1300.0,2,2,102,90,"Kenjeran, Surabaya"
1600.0,4,3,105,178,"Babatan, Surabaya"
1850.0,3,4,116,200,"Semolowaru, Surabaya"
800.0,2,1,84,63,"Surabaya Kota, Surabaya"
495.0,3,1,96,96,"Surabaya Kota, Surabaya"
700.0,2,1,90,72,"Surabaya Kota, Surabaya"
850.0,2,1,50,50,"Surabaya Kota, Surabaya"
1490.0,3,2,72,98,"Wiyung, Surabaya"
1200.0,4,2,72,140,"Tambaksari, Surabaya"
2000.0,3,3,102,98,"Surabaya Kota, Surabaya"
995.0,2,1,88,55,"Rungkut, Surabaya"
1100.0,3,2,160,180,"Kenjeran, Surabaya"
275.0,2,1,22,40,"Tambaksari, Surabaya"
455.0,2,1,90,42,"Sidoarjo, Sidoarjo"
2000.0,4,4,120,160,"Surabaya Kota, Surabaya"
595.0,2,1,90,90,"Surabaya Kota, Surabaya"
480.0,3,2,90,58,"Medokan Ayu, Surabaya"
1680.0,4,3,82,147,"Mulyorejo, Surabaya"
1800.0,3,3,91,146,"Dharma Husada, Surabaya"
1650.0,4,3,112,150,"Wiyung, Surabaya"
2000.0,4,2,132,162,"Tambaksari, Surabaya"
1850.0,4,4,74,115,"Mulyorejo, Surabaya"
2000.0,4,2,95,130,"Waru, Surabaya"
1250.0,3,1,97,110,"Ketintang, Surabaya"
1400.0,4,3,90,130,"Rungkut, Surabaya"
1350.0,2,2,90,85,"Citraland, Surabaya"
1300.0,3,2,156,120,"Karangpilang, Surabaya"
1800.0,4,3,73,120,"Sutorejo, Surabaya"
995.0,3,2,120,60,"Citraland, Surabaya"
1750.0,2,1,135,100,"Mulyorejo, Surabaya"
1380.0,3,1,90,90,"Sambikerep, Surabaya"
1200.0,3,2,92,92,"Banyu Urip, Surabaya"
1790.0,4,3,76,125,"Sutorejo, Surabaya"
1650.0,2,1,88,72,"Pakuwon City, Surabaya"
1400.0,2,1,135,70,"Sidoarjo, Sidoarjo"
1600.0,2,1,119,110,"Kenjeran, Surabaya"
1000.0,4,2,180,180,"Lakarsantri, Surabaya"
1100.0,2,1,112,100,"Kenjeran, Surabaya"
1600.0,3,2,90,120,"Kenjeran, Surabaya"
1300.0,2,1,81,81,"Kenjeran, Surabaya"
1500.0,4,3,128,180,"Rungkut, Surabaya"
1200.0,2,2,140,140,"Wiyung, Surabaya"
1000.0,2,1,87,36,"Wiyung, Surabaya"
875.0,2,2,55,52,"Lakarsantri, Surabaya"
1990.0,2,2,72,84,"Sambikerep, Surabaya"
1950.0,3,2,72,72,"Pakuwon, Surabaya"
1200.0,3,1,125,100,"Tambaksari, Surabaya"
800.0,2,1,100,80,"Rungkut, Surabaya"
770.0,3,2,64,55,"Pakal, Surabaya"
2000.0,4,3,158,110,"Sutorejo, Surabaya"
1300.0,3,2,75,75,"Sukomanunggal, Surabaya"
390.0,2,1,30,30,"Tambaksari, Surabaya"
1300.0,2,1,79,65,"Citraland, Surabaya"
1000.0,3,1,117,100,"Gubeng, Surabaya"
950.0,3,3,112,120,"Menganti, Surabaya"
1470.0,2,2,102,120,"Citraland, Surabaya"
1600.0,2,2,102,70,"Wiyung, Surabaya"
1070.0,3,2,96,59,"Surabaya Kota, Surabaya"
1770.0,4,3,73,120,"Surabaya Kota, Surabaya"
1790.0,4,3,76,125,"Surabaya Kota, Surabaya"
875.0,1,1,72,36,"Citraland, Surabaya"
1100.0,4,2,135,160,"Waru, Surabaya"
1000.0,2,1,84,55,"Mulyosari, Surabaya"
895.0,4,3,81,120,"Middle East Ring Road, Surabaya"
1060.0,2,1,72,40,"Citraland, Surabaya"
698.0,3,2,60,50,"Surabaya Kota, Surabaya"
999.0,4,2,72,144,"Sidoarjo, Sidoarjo"
502.0,2,1,75,36,"Wonokromo, Surabaya"
670.0,2,2,72,45,"Lidah Kulon, Surabaya"
504.0,2,2,90,56,"Sidoarjo, Sidoarjo"
503.0,2,1,75,36,"Wonocolo, Surabaya"
502.0,2,1,75,36,"Wonocolo, Surabaya"
1200.0,3,3,99,95,"Sukolilo, Surabaya"
600.0,2,1,64,40,"Sambikerep, Surabaya"
945.0,3,3,128,62,"Lakarsantri, Surabaya"
1300.0,2,2,90,48,"Wiyung, Surabaya"
880.0,3,2,126,180,"Sidoarjo, Sidoarjo"
700.0,3,2,75,70,"Rungkut, Surabaya"
2000.0,3,3,180,218,"Lakarsantri, Surabaya"
700.0,2,2,60,45,"Gununganyar, Surabaya"
2000.0,2,2,90,84,"Sidoarjo, Sidoarjo"
900.0,4,2,80,60,"Lakarsantri, Surabaya"
800.0,2,2,72,54,"Sidoarjo, Sidoarjo"
700.0,3,3,60,80,"Wiyung, Surabaya"
995.0,2,2,72,94,"Rungkut, Surabaya"
400.0,2,2,72,30,"Karangpilang, Surabaya"
500.0,2,2,72,50,"Gununganyar, Surabaya"
600.0,2,1,50,36,"Gununganyar, Surabaya"
500.0,2,2,50,50,"Benowo, Surabaya"
900.0,2,2,63,50,"Wiyung, Surabaya"
400.0,2,1,72,36,"Benowo, Surabaya"
1400.0,2,2,72,100,"Kenjeran, Surabaya"
1100.0,3,2,112,112,"Lakarsantri, Surabaya"
1500.0,2,1,91,91,"Pakuwon City, Surabaya"
1990.0,3,3,104,91,"Sambikerep, Surabaya"
850.0,3,2,78,120,"Pakal, Surabaya"
878.0,3,2,50,57,"Gununganyar, Surabaya"
1500.0,3,1,96,70,"Mulyorejo, Surabaya"
1600.0,3,2,75,100,"Rungkut, Surabaya"
600.0,2,1,70,77,"Kenjeran, Surabaya"
1600.0,4,3,105,105,"Tambaksari, Surabaya"
450.0,2,1,72,40,"Gresik, Gresik"
1280.0,2,2,60,77,"Wiyung, Surabaya"
2000.0,4,3,163,214,"Sidoarjo, Sidoarjo"
700.0,2,1,60,60,"Medokan Ayu, Surabaya"
385.0,2,1,72,54,"Gresik, Gresik"
1400.0,3,3,105,150,"Gununganyar, Surabaya"
1550.0,3,3,72,150,"Surabaya Kota, Surabaya"
1200.0,3,2,84,120,"Surabaya Kota, Surabaya"
1020.0,3,2,120,100,"Surabaya Kota, Surabaya"
650.0,2,1,105,50,"Sidoarjo, Sidoarjo"
1050.0,3,3,66,95,"Kenjeran, Surabaya"
620.0,2,2,60,60,"Gresik, Gresik"
1880.0,4,3,175,175,"Mulyosari, Surabaya"
