price,name,location,bedroom,bathroom,land_area,building_area
"Rp 1,68 Miliar",Rumah Baru Gress Daerah Merr Dan Jalan Kembar Rungkut Asri,"Rungkut, Surabaya",3,3,67 m²,120 m²
Rp 950 Juta,Jual Rumah 2 Lantai Medokan Ayu Utara,"Medokan Ayu, Surabaya",3,3,72 m²,140 m²
Rp 500 Juta,Rumah Dekat Merr 500juta Di Wonorejo Rungkut,"Wonorejo, Surabaya",2,1,30 m²,36 m²
Rp 950 Juta,Cluster Baru Mewah Dekat Merr Oerr Dan Kampus,"Sukolilo, Surabaya",2,2,50 m²,55 m²
Rp 600 Juta,Perumahan Murah Kebraon Surabaya Selatan,"Kebraon, Surabaya",2,1,50 m²,56 m²
"Rp 1,51 Miliar",Rumah Ready Unit 2 Lantai Raya Prapen Surabaya Selatan,"Tenggilis Mejoyo, Surabaya",3,2,50 m²,61 m²
"Rp 1,65 Miliar","‼️CASH ONLY‼️FULL FURNISHED, BAWA KOPER!! RUMAH MULYOSARI MODERN MINIMALIS BAGUS TERAWAT SIAP HUNI. Row Jalan 3 Mobil. Hadap Selatan. Dekat Unair, Its, Kwk, Uwm, Merr, Galaxy Mall, Pakuwon City","Mulyosari, Surabaya",4,3,120 m²,200 m²
Rp 630 Juta,Rumah Di Pusat Kota Sidoarjo.. Konsep American Style.. Dp 0%.,"Sidoarjo, Surabaya",2,1,72 m²,38 m²
"Rp 1,9 Miliar",Rumah 2 Lantai Murah Strategis Dharma Husada Mas Surabaya Timur,"Mulyorejo, Surabaya",3,3,120 m²,200 m²
"Rp 1,02 Miliar",Green Mansion Regency Lontar SHM 3 Bedrooms Hadap Timur Semi Furnish,"Sambikerep, Surabaya",3,2,78 m²,140 m²
Rp 900 Juta,Rumah Mewah 2 Lantai Perumahan Nginden Intan,"Nginden, Surabaya",3,2,48 m²,70 m²
Rp 770 Juta,Rumah Mewah 2 Lantai Perum Wiguna,"Gununganyar, Surabaya",3,2,56 m²,75 m²
"Rp 1,8 Miliar","‼️JUAL CEPAT ‼️ RUMAH CANTIK SEMI FURNISHED PERUMNAS GAYUNGAN KETINTANG. TERAWAT SIAP HUNI. ROW JALAN 2,5 MOBIL. HADAP BARAT.","Ketintang, Surabaya",3,2,183 m²,150 m²
"Rp 1,48 Miliar","Rumah Baru Jalan Kembar Rungkut Asri, Daerah Merr","Rungkut, Surabaya",3,3,57 m²,100 m²
"Rp 1,39 Miliar","Rumah Siap Huni di Purimas Semi Furnished, Nol Jalan Raya Merr.","Rungkut, Surabaya",3,2,72 m²,140 m²
"Rp 1,8 Miliar","Rumah 2 Lantai Siap Huni Di Rungkut Asri Tengah, Surabaya","Rungkut, Surabaya",3,4,100 m²,130 m²
"Rp 1,39 Miliar","Dijual Rumah Siap Huni Purimas Rungkut Surabaya, SHM - Sertifikat Hak Milik","Rungkut, Surabaya",3,2,72 m²,140 m²
"Rp 1,65 Miliar",Property Surabaya Di Rungkut Mapan Tengah,"Rungkut, Surabaya",5,4,220 m²,240 m²
"Rp 1,7 Miliar",Rumah Baru Modern Minimalsi Di Nirwana Eksekutif,"Rungkut, Surabaya",3,3,82 m²,140 m²
Rp 795 Juta,Rumah Modern Angsuran Murah Surabaya Barat,"Citraland, Surabaya",3,2,55 m²,65 m²
Rp 799 Juta,"Paling Murah Bukit Palma Blok C, Citraland Utara, Surabaya Barat","Citraland, Surabaya",2,1,84 m²,56 m²
"Rp 1,6 Miliar",rumah bagus dan murah di rungkut barata v / 12 kota surabaya,"Rungkut, Surabaya",3,3,207 m²,185 m²
"Rp 1,98 Miliar",Rumah Baru Siap Huni Citraland Utara Bukit Palma Surabaya Barat,"Citraland, Surabaya",4,3,120 m²,140 m²
"Rp 1,69 Miliar","Termurahhh Rumah Baru 1,5 Lantai Minimalis Siap Huni Citraland Utama Surabaya Barat","Citraland, Surabaya",2,1,120 m²,100 m²
Rp 900 Juta,"Jual Cepat!!! Termurah Di Puri Surya Jaya (depan) Gedangan Sidoarjo. Bagus Terawat Siap Huni Dengan Row Jalan 2,5 Mobil. Hadap Utara.","Sidoarjo, Sidoarjo",3,2,120 m²,100 m²
"Rp 1,39 Miliar","NEGO SAMPAI DEAL RUMAH PURIMAS RUNGKUT SUDAH RENOVASI dan SIAP HUNI. Hadap Utara. Row Jalan 2 Mobil. Dekat MERR, UPN, Tol, Bandara Juanda, Superindo, dsb","Rungkut, Surabaya",3,2,72 m²,140 m²
Rp 875 Juta,"‼️TURUN HARGA‼️RUMAH PUTRA BANGSA MEDOKAN RUNGKUT LOKASI TERDEPAN HABIS RENOVASI SIAP HUNI. Row Jalan 2,5 Mobil. Hadap Utara. Dekat UPN, Tol, Bandara Juanda, Alfamart","Rungkut, Surabaya",3,2,104 m²,94 m²
"Rp 1,4 Miliar",Dijual Rumah Siap Huni Purimas Nol Jalan Merr Semi Furnished,"Surabaya Kota, Surabaya",3,2,72 m²,140 m²
Rp 875 Juta,Rumah Cantik 3 Kamar Di Wonorejo Selatan Rungkut,"Rungkut, Surabaya",3,1,100 m²,58 m²
Rp 875 Juta,"‼️TURUN HARGA‼️ RUMAH PUTRA BANGSA MEDOKAN RUNGKUT LOKASI TERDEPAN HABIS RENOVASI SIAP HUNI. Row Jalan 2,5 Mobil. Hadap Utara. Dekat UPN, Tol, Bandara Juanda, Alfamart","Medokan Ayu, Surabaya",3,2,104 m²,94 m²
Rp 426 Juta,0508.29 Jual Rumah Surabaya Di Citraland Di Citraland Nortwest Park,"Citraland, Surabaya",2,1,72 m²,36 m²
Rp 567 Juta,0509.33 Jual Rumah Surabaya Di Rungkut Di Raya Medokan Sawah,"Rungkut, Surabaya",2,1,185 m²,120 m²
Rp 710 Juta,Rumah Hook Cantik 2 Lantai Perumahan Belakang Nirwana Eksekutif Superindo Merr,"Wonorejo, Surabaya",3,2,46 m²,70 m²
Rp 815 Juta,Rumah Di Perum Bumi Wonorejo Asri Rungkut Kt.3 Dekat Transmart,"Rungkut, Surabaya",3,1,90 m²,57 m²
Rp 900 Juta,Rumah Bagus Dan Murah di Jl Dukuh Kupang Timur Gang Xii No. 28 Kel. Pakis Kec. Sawahan Surabaya,"Surabaya Kota, Surabaya",3,2,209 m²,168 m²
Rp 426 Juta,0508.29 Jual Rumah Surabaya Di Citraland Di Citraland Nortwest Park,"Citraland, Surabaya",2,1,72 m²,36 m²
Rp 900 Juta,Best Deal! Rumah Nirwana Eksekutif Hitung Tanah Hadap Selatan,"Surabaya Kota, Surabaya",2,1,105 m²,90 m²
"Rp 1,58 Miliar",Rumah Baru Minimalis Rungkut Asri Barat 2 Lantai Ada Backyard,"Surabaya Kota, Surabaya",3,3,100 m²,120 m²
"Rp 1,35 Miliar",Rumah Baru Gress 2 Lt Minimalis One Gate Medokan Rungkut,"Rungkut, Surabaya",3,2,100 m²,110 m²
"Rp 1,3 Miliar",Dijual Rumah Ditaman Pondok Indah Wiyung Kondisi Bagus Dan Terawat,"Wiyung, Surabaya",3,2,126 m²,130 m²
"Rp 1,59 Miliar",Dijual Rumah Greenland Residence Daerah Wiyung Surabaya Barat,"Wiyung, Surabaya",3,3,144 m²,105 m²
"Rp 1,69 Miliar",Rumah Murah Wiyung Surabaya Taman Pondok Indah,"Wiyung, Surabaya",3,2,242 m²,130 m²
Rp 900 Juta,Rumah Baru 2 Lantai Dekat Upn Merr Rungkut Surabaya,"Rungkut, Surabaya",3,2,91 m²,95 m²
"Rp 1,4 Miliar",Rumah Siap Huni Murah Graha Sampurna Indah Wiyung Surabaya Barat,"Wiyung, Surabaya",3,2,135 m²,100 m²
Rp 950 Juta,"Rumah Bukit Palma, Citraland Utara, Surabaya Siap Huni","Citraland, Surabaya",2,1,90 m²,110 m²
Rp 510 Juta,"Rumah 1 Lantai, Shm, Baru, Selangkah Ke Jalan Raya Merr","Rungkut, Surabaya",2,1,72 m²,30 m²
Rp 575 Juta,Rumah 2 Lantai Di Medayu Utara Pandugo Merr Rungkut Sby,"Rungkut, Surabaya",3,2,45 m²,90 m²
"Rp 1,45 Miliar",Rumah 3kt Di Kota Sidoarjo Dekat Pintu Tol & Lippo Plaza Sidoarjo,"Sidoarjo, Sidoarjo",3,2,90 m²,80 m²
"Rp 1,5 Miliar",MURAHHH Rumah Sutorejo Tengah STRATEGIS,"Mulyorejo, Surabaya",4,2,157 m²,157 m²
"Rp 1,45 Miliar","Rumah Minimalis di Karang Asem, Kalijudan 2 Lantai Banyak Bonus","Surabaya Kota, Surabaya",4,3,113 m²,120 m²
"Rp 1,9 Miliar",Rumah Dharmahusada Mas 2 Lantai Penataan Ruang Loss Full Renovasi,"Surabaya Kota, Surabaya",3,3,120 m²,200 m²
Rp 700 Juta,"RUMAH HITUNG TANAH DI JALAN JAMBU, PONDOK CHANDRA","Sidoarjo, Sidoarjo",2,2,102 m²,60 m²
"Rp 1,88 Miliar",Jual Cepat Rumah Mulyosari Prima 1 Lantai Posisi Hoek Siap Huni,"Pakuwon City, Surabaya",3,2,175 m²,120 m²
"Rp 1,3 Miliar",Cari Rumah Ready Atau Siap Huni Di Surabaya Kota ? Yess !! Ini Jawabannya. Bisa Free Furnished Loh. Cari Lokasi Lain ?? Langsung Wa Aja,"Surabaya Kota, Surabaya",3,2,50 m²,61 m²
Rp 420 Juta,Rumah Sememi Benowo 2lt 3kt 2km Siap Huni,"Benowo, Surabaya",3,2,56 m²,112 m²
Rp 670 Juta,Punya Rumah Di Surabaya Kebraon Siap Huni Hanya Mimpi ? Ini Asli Harga Setara Menganti. Butuh Info Lokasi Lainnya ? Wa Saja.,"Kebraon, Surabaya",2,1,50 m²,30 m²
"Rp 1,57 Miliar",Dijual Murah Rumah Baru Mulyosari Prima Dekat Pakuwon City Surabaya,"Pakuwon City, Surabaya",3,3,72 m²,85 m²
Rp 900 Juta,"Rumah 2 Lantai, Lebar 5,5 Meter, Cuma 900jt, Medokan Ayu, Rungkut","Medokan Ayu, Surabaya",3,2,91 m²,95 m²
Rp 755 Juta,Dijual Rumah di Wonorejo Indah Sudah Renovasi Siap Huni,"Wonorejo, Surabaya",2,2,95 m²,95 m²
Rp 470 Juta,Rumah 2 Lantai di Medayu Utara Rungkut Sby,"Rungkut, Surabaya",2,2,28 m²,55 m²
"Rp 1,29 Miliar","Jual. Rumah Baru SHM - Sertifikat Hak Milik di wiyung, Wiyung","Wiyung, Surabaya",3,3,60 m²,111 m²
"Rp 1,6 Miliar",Jual Rumah Baru Shm Di Sidosermo Margorejo Jemursari Saronojiwo,"Surabaya Kota, Surabaya",4,3,75 m²,99 m²
"Rp 1,39 Miliar",Jual Rumah Baru Tenggilis Mejoyo Kendangsari Jemursari Prapen,"Tenggilis Mejoyo, Surabaya",3,2,50 m²,88 m²
"Rp 1,8 Miliar","Dijual rumah cantik semi furnished siap huni Japandi syle di komplek Perumnas, Gayungan, Surabaya","Gayungan, Surabaya",3,2,183 m²,183 m²
"Rp 1,2 Miliar",Dijual Rumah Di Griya Asri Pakuwon City,"Pakuwon City, Surabaya",2,1,78 m²,50 m²
Rp 960 Juta,Rumah Kosan Prospek Nol Jalan Raya Kampus Upn,"Rungkut, Surabaya",5,5,51 m²,80 m²
Rp 780 Juta,Dijual Rumah 2 Lantai Tengah Kota Sidoarjo,"Sidoarjo, Sidoarjo",5,3,98 m²,98 m²
"Rp 1,95 Miliar","Jual. Rumah Baru Di Klampis Semolo, Manyar Semolowaru Shm","Semolowaru, Surabaya",3,3,82 m²,123 m²
"Rp 1,59 Miliar",perumahan skandivian tropis di pusat kota sidoarjo dekat toll lippo dan lippo mall,"Sidoarjo, Sidoarjo",2,1,84 m²,45 m²
Rp 2 Miliar,Prambanan Siap Huni Murah Dkt Wiyung.wisata Bukit.mas,"Wisata Bukit Mas, Surabaya",3,2,162 m²,125 m²
"Rp 1,1 Miliar","Bu Cepat!!! Dijual Rumah Di Cluster Kahuripan Park, Dekat Tol Sidoarjo","Sidoarjo, Sidoarjo",2,2,96 m²,64 m²
"Rp 1,7 Miliar",Rumah Hook di Puri Indah,"Sidoarjo, Sidoarjo",4,3,275 m²,200 m²
"Rp 1,5 Miliar","Rumah Strategis di Tengah Kota, Dekat Bank & Rumah Sakit","Sidoarjo, Sidoarjo",2,1,155 m²,155 m²
"Rp 1,9 Miliar",Dijual Rumah Baru Minimalis Lebar 6 Di Perumahan Nginden Intan Timur,"Nginden, Surabaya",4,3,81 m²,130 m²
"Rp 1,75 Miliar",RUMAH MURAH PRAMBANAN RESIDENCE DEKAT CITRALAND,"Lakarsantri, Surabaya",3,2,162 m²,125 m²
"Rp 1,15 Miliar",Rumah Hitung Tanah di Wiyung Cocok Untuk Bangun Jual,"Wiyung, Surabaya",3,2,220 m²,150 m²
"Rp 1,5 Miliar",Di jual cepat rumah siap huni di pondok tjandra,"Rungkut, Surabaya",3,2,140 m²,150 m²
Rp 502 Juta,"Rumah Lelang Permata Bank Sidoarjo, Jawa Timur","Sidoarjo, Sidoarjo",1,1,180 m²,150 m²
Rp 700 Juta,"Rumah Murah Aset BRI, Rungkut, Kota Surabaya","Rungkut, Surabaya",6,3,98 m²,132 m²
"Rp 1,2 Miliar","Rumah Murah Aset Bri, Mulyorejo, Kota Surabaya","Sukolilo, Surabaya",2,1,200 m²,200 m²
Rp 211 Juta,"Rumah Murah Aset BRI, Menganti, Kota Surabaya","Menganti, Surabaya",1,1,60 m²,60 m²
Rp 350 Juta,"Rumah Murah Aset BRI, Kenjeran, Kota Surabaya","Kenjeran, Surabaya",2,1,100 m²,100 m²
Rp 400 Juta,"Rumah Murah Aset BRI, Sambikerep, Kota Surabaya","Sambikerep, Surabaya",4,2,456 m²,400 m²
Rp 200 Juta,"Rumah Murah Aset Bri, Bubutan, Kota Surabaya","Bubutan, Surabaya",2,1,39 m²,39 m²
"Rp 1,1 Miliar","Rumah Babatan Pantai Surabaya Timur Dekat Kenjeran, Its,Unair","Mulyorejo, Surabaya",3,2,96 m²,150 m²
Rp 825 Juta,Harga Nego! Rumah 3kt Taman Pinang Indah Siap Huni,"Sidoarjo, Sidoarjo",3,2,144 m²,49 m²
"Rp 1,8 Miliar","Rumah Kusen Jati di Gunung Anyar Mas, Selangkah Menuju Merr","Rungkut, Surabaya",3,2,200 m²,136 m²
"Rp 1,7 Miliar","Rumah Taman Mutiara area pakuwon city, Kota Surabaya","Pakuwon City, Surabaya",4,2,112 m²,150 m²
"Rp 1,8 Miliar",Rumah Kusen Jati di Gunung Anyar Emas Dekat Akses Oerr Dan Merr,"Rungkut, Surabaya",3,2,200 m²,136 m²
Rp 800 Juta,Rumah Wisma Lidah Kulon,"Lakarsantri, Surabaya",2,1,120 m²,100 m²
"Rp 1,56 Miliar",Rumah Murah Private Pool Siap Huni Dekat Kahuripan Nirwana,"Sidoarjo, Sidoarjo",3,3,126 m²,180 m²
"Rp 1,39 Miliar",Jual Rumah Baru Shm Di Rungkut Harapan Dekat Raya Merr Pandugo,"Surabaya Kota, Surabaya",3,3,63 m²,99 m²
Rp 600 Juta,Jual.rumah Baru Tambak Medokan Ayu Rungkut Wonorejo Medayu,"Medokan Ayu, Surabaya",2,1,50 m²,40 m²
"Rp 1,26 Miliar","Jual Rumah Baru SHM - Sertifikat Hak Milik di medayu, Medokan Ayu","Medokan Ayu, Surabaya",3,2,90 m²,85 m²
"Rp 1,35 Miliar",Langsung Dibeli Yuk Rumah Baru Babatan Pilang,"Wiyung, Surabaya",3,3,70 m²,125 m²
"Rp 1,75 Miliar",Langsung Dibeli Yuk Rumah Baru Kutisari Indah Row Jalan 5 Mobil,"Kutisari, Surabaya",3,3,75 m²,123 m²
Rp 750 Juta,Rumah Mutiara Regency Cluster Spring Garden Sidoarjo Hadap Timur,"Sidoarjo, Sidoarjo",2,1,111 m²,70 m²
"Rp 1,3 Miliar",FOR SALE RUMAH CANTIK HOOK EASTERN PARK MA 331,"Sukolilo, Surabaya",3,2,70 m²,70 m²
Rp 950 Juta,FOR SALE TURUN HARGA RUMAH STRATEGIS PETEMON MA 346,"Petemon, Surabaya",1,1,104 m²,90 m²
"Rp 1,65 Miliar",Jual Rumah Baru Shm - Sertifikat Hak Milik Di Rungkut Menanggal,"Rungkut, Surabaya",3,3,99 m²,147 m²
"Rp 1,99 Miliar",Rumah 2 Baru Gress Lokasi Strategis Di Babatan Pantai Surabaya,"Kenjeran, Surabaya",4,3,96 m²,160 m²
"Rp 1,75 Miliar",Rumah Puri Asri Pakuwon City 2 Lantai Minimalis Terawat Siap Huni,"Pakuwon City, Surabaya",4,2,91 m²,100 m²
Rp 709 Juta,"Rumah di Jl. Modern Tengah Wonorejo, Rungkut, Surabaya","Rungkut, Surabaya",3,2,40 m²,55 m²
Rp 900 Juta,Murah Jual Rumah Baru Ploso Dekat Kalijudan - Merr,"Surabaya Kota, Surabaya",3,3,55 m²,90 m²
"Rp 1,3 Miliar",Area Surabaya Barat Rumah Nyaman Villa Valensia Surabaya AUD.A030,"Pakuwon Indah, Surabaya",2,2,101 m²,63 m²
Rp 2 Miliar,Rumah Kutisari Indah Utara Surabaya Murah. Ron.a1200,"Tenggilis Mejoyo, Surabaya",6,5,160 m²,160 m²
"Rp 1,2 Miliar","Jual Cepat Rumah Daerah Kebraon, Yuk Survey Dulu","Surabaya Kota, Surabaya",3,2,100 m²,57 m²
Rp 900 Juta,Owner Serius Nego Sampe Deal Rumah Griya Citra Asri,"Wiyung, Surabaya",2,2,72 m²,131 m²
"Rp 1,9 Miliar",Rumah Dharmahusada Mas Siap Huni Bisa Nego,"Surabaya Kota, Surabaya",3,3,120 m²,160 m²
"Rp 1,7 Miliar",Jual Rumah Mewah Di Zimbali Costa Grand Island Pakuwon City,"Pakuwon City, Surabaya",3,2,72 m²,84 m²
"Rp 1,95 Miliar",Rumah Modern Compact Pakuwon City Cluster Griya Asri Furnished,"Pakuwon City, Surabaya",1,1,78 m²,60 m²
Rp 900 Juta,Best Deal1 Rumah Nirwana Eksekutif Hitung Tanah Hadap Selatan,"Rungkut, Surabaya",2,1,105 m²,90 m²
Rp 825 Juta,Dijual Rumah Citraland Northwest Park Surabaya,"Citraland, Surabaya",2,1,72 m²,46 m²
Rp 835 Juta,Jual Rumah Shm Di Kebraon Row Jalan Lebar Cuma 1 Unit,"Kebraon, Surabaya",3,1,75 m²,55 m²
"Rp 1,55 Miliar",Langsung.dibeli Yuk Rumah Mewah Medokan Ayu Rungkut Sby Timur,"Medokan Ayu, Surabaya",4,3,150 m²,180 m²
"Rp 1,1 Miliar",Langsung Dibeli Yuk Rumahnya Sisa 1 Unit Saja Nih,"Rungkut, Surabaya",3,2,50 m²,80 m²
Rp 450 Juta,Rumah Sidoarjo Lebar 8 Meter,"Sidoarjo, Sidoarjo",2,1,72 m²,36 m²
Rp 837 Juta,0506.4 Jual Rumah Sidoarjo Di Taman Di Citra Harmoni Riverside,"Sidoarjo, Sidoarjo",2,1,120 m²,120 m²
"Rp 1,06 Miliar",0520.23 Jual Rumah Sidoarjo Di Ruko Yos Sudarso,"Sidoarjo, Sidoarjo",2,1,92 m²,92 m²
"Rp 1,65 Miliar",1424. Rumah Murah Puri Asri Pakuwon City Surabaya Timur,"Pakuwon City, Surabaya",3,2,91 m²,120 m²
Rp 750 Juta,Rumah Mewah Hook Perumahan Rungkut Penjaringan Sari Merr,"Rungkut, Surabaya",3,2,40 m²,65 m²
"Rp 1,2 Miliar",Rumah Murah Furnish 2 Lantai Di Wiyung Pondok Maritim Depan Fasum,"Wiyung, Surabaya",3,3,101 m²,180 m²
"Rp 1,65 Miliar",Rumah Sutorejo Selatan Siap Huni Surabaya Timur,"Sutorejo, Surabaya",2,1,85 m²,140 m²
"Rp 1,75 Miliar",Rumah Baru Gress sukolilo dian regency 2,"Sukolilo, Surabaya",3,1,114 m²,105 m²
"Rp 1,6 Miliar","Rumah Pantai Mentari New, Minimalis","Kenjeran, Surabaya",3,3,72 m²,130 m²
Rp 675 Juta,Rumah Murah Surabaya Timur,"Medokan Ayu, Surabaya",3,2,45 m²,60 m²
"Rp 1,85 Miliar",Rumah Baru Elit Pantai Mentari Kenjeran,"Kenjeran, Surabaya",4,3,90 m²,130 m²
Rp 680 Juta,Rumah Cantik Baru Gress Medayu Utara Dp Minim,"Medokan Ayu, Surabaya",2,1,80 m²,60 m²
Rp 775 Juta,Rumah Cantik 2 Lantai Gunung Anyar,"Rungkut, Surabaya",3,2,75 m²,100 m²
"Rp 1,95 Miliar",Rumah Unfurnish Bagus S H M Di Kutisari Indah,"Kutisari, Surabaya",3,1,238 m²,143 m²
"Rp 1,15 Miliar","‼️ JUAL CEPAT ‼️ RUMAH FULL FURNISHED SUKOLILO DIAN REGENCY KEPUTIH BAGUS TERAWAT SIAP HUNI. DENGAN KAMPUS ITS, HANG TUAH, MERR, Galaxy Mall","Keputih, Surabaya",2,1,96 m²,72 m²
"Rp 1,8 Miliar",Termurah Di.mulyosari.rumah 200.m,"Sutorejo, Surabaya",4,4,188 m²,200 m²
Rp 575 Juta,Rumah Baru 2 Lantai Dekat Kampus Upn Rungkut,"Rungkut, Surabaya",2,2,40 m²,50 m²
Rp 875 Juta,Rumah Baru Gress Eastern Park Sukolilo Surabaya Timur,"Sukolilo, Surabaya",3,2,50 m²,63 m²
"Rp 1,3 Miliar","Turun Harga! Selangkah ITS, Rumah Minimalis Modern Semi Furnished","Sukolilo, Surabaya",3,1,90 m²,90 m²
"Rp 1,97 Miliar","Murah !! Row jalan 3 mobil loss, Forest Mansion semi furnished","Lidah Kulon, Surabaya",4,3,128 m²,172 m²
Rp 700 Juta,"Dijual Rumah Di Jl. Modern Tengah , Wonorejo, Rungkut, Surabaya","Rungkut, Surabaya",3,2,40 m²,55 m²
"Rp 1,95 Miliar",Rumah Mewah Minimalis Merr Dekat Hokky,"Sukolilo, Surabaya",4,4,82 m²,120 m²
Rp 2 Miliar,Rumah Siap Huni Puri Asri Pakuwon City,"Pakuwon City, Surabaya",4,2,91 m²,100 m²
"Rp 1,8 Miliar",rumah mulyosari utara surabaya timur,"Mulyorejo, Surabaya",6,2,180 m²,180 m²
"Rp 1,97 Miliar",Rumah Baru Minimalis Villa Kalijudan Indah Siap Huni,"Mulyorejo, Surabaya",3,3,100 m²,160 m²
"Rp 1,9 Miliar",Di Jual Rumah Di Pakuwon City Siap Huni Puri Asri,"Kalisari, Surabaya",3,3,91 m²,120 m²
Rp 454 Juta,RUMAH MEZANINE   DI SURABAYA TIMUR,"Wonorejo, Surabaya",1,1,27 m²,28 m²
"Rp 1,6 Miliar","Dijual Rumah Siap Huni, 1,5 Lt Di Nirwana Eksekutif Cc, Surabaya","Rungkut, Surabaya",8,2,160 m²,190 m²
"Rp 1,6 Miliar","Rumah Nirwana Eksekutif,Surabaya","Rungkut, Surabaya",8,2,160 m²,240 m²
"Rp 1,35 Miliar",Rumah Pondok Candra,"Sidoarjo, Sidoarjo",3,2,75 m²,130 m²
"Rp 1,8 Miliar",Rumah Nirwana Eksekutif Surabaya,"Rungkut, Surabaya",3,3,98 m²,150 m²
"Rp 1,8 Miliar","‼️JUAL CEPAT ‼️ RUMAH CANTIK SEMI FURNISHED di PERUMNAS  GAYUNGAN KETINTANG. TERAWAT SIAP HUNI. ROW JALAN 2,5 MOBIL. HADAP BARAT.","Gayungan, Surabaya",3,2,183 m²,150 m²
Rp 455 Juta,"Rumah Dijual.baru Luas Siap Huni Di Sukodono, Sidoarjo","Sidoarjo, Sidoarjo",2,1,102 m²,60 m²
Rp 800 Juta,Dijual Rumah Di Gunungsari Indah Wiyung Gsi,"Wiyung, Surabaya",2,1,96 m²,90 m²
"Rp 1,5 Miliar",Rumah Krembangan 3 Lantai Siap Huni Dijual,"Krembangan, Surabaya",5,4,66 m²,180 m²
Rp 609 Juta,"Rumah Murah Aset BRI, Tambaksari, Kota Surabaya","Tambaksari, Surabaya",4,2,52 m²,115 m²
Rp 972 Juta,"Rumah Murah Aset BRI, Sidoarjo, Kab. Sidoarjo","Sidoarjo, Sidoarjo",2,2,122 m²,194 m²
"Rp 1,67 Miliar","Rumah Murah Aset BRI, Tambaksari, Kota Surabaya","Tambaksari, Surabaya",2,1,155 m²,175 m²
Rp 2 Miliar,"Rumah Murah Aset BRI, Sukomanunggal, Kota Surabaya","Sukomanunggal, Surabaya",3,3,200 m²,180 m²
"Rp 1,8 Miliar","Rumah Murah Aset BRI, Wiyung, Kota Surabaya","Wiyung, Surabaya",4,3,180 m²,150 m²
Rp 2 Miliar,"Rumah Murah Aset BRI, Tandes, Kota Surabaya","Tandes, Surabaya",4,2,198 m²,303 m²
"Rp 1,7 Miliar",LAST 1 Gress New Minimalist SIAP HUNI di Mulyosari Utara Cakep Pol,"Mulyosari, Surabaya",3,3,82 m²,115 m²
Rp 575 Juta,"Rumah dekat sekolah SD, SMP swasta, jual cepat, BU.","Surabaya Kota, Surabaya",1,1,60 m²,45 m²
"Rp 1,7 Miliar",rumah lebak jaya 2 surabaya timur,"Kenjeran, Surabaya",4,3,200 m²,200 m²
"Rp 1,99 Miliar",Rumah Wisata Bukit Mas 2 Cluster Royal Palais Surabaya [634],"Wisata Bukit Mas, Surabaya",4,3,200 m²,340 m²
Rp 387 Juta,"Rumah Murah Aset Mandiri, Surabaya Timur, Kota Surabaya","Rungkut, Surabaya",3,2,89 m²,80 m²
"Rp 1,8 Miliar","Rumah Murah Pojok Taman Pondok Jati. Dekat Tol Waru Lt. : 246 M² Pojok T + U. Lb : 130 M² / 1 Lantai. Kamar Tidur 3 Strategis Dekat:▪︎tol Waru Rp 1, 8 M Nego","Sidoarjo, Sidoarjo",3,3,246 m²,130 m²
"Rp 1,84 Miliar",AMESTA LIVING ( NEYRA ),"Gununganyar, Surabaya",3,2,90 m²,84 m²
"Rp 1,89 Miliar",Rumah Bagus Furnished SHM di Wiguna Kualitas Bangunan Bagus,"Rungkut, Surabaya",3,2,180 m²,160 m²
"Rp 1,85 Miliar",Dijual Rumah Baru 2 Lantai Lokasi Pantai Mentari Kenjeran,"Kenjeran, Surabaya",4,3,90 m²,130 m²
Rp 500 Juta,Jual Rugi Swp Residence Sdh Renovasi Bagus,"Benowo, Surabaya",2,1,84 m²,40 m²
Rp 500 Juta,Rumah Alana Cemandi Sidoarjo,"Sidoarjo, Sidoarjo",2,1,73 m²,36 m²
"Rp 1,9 Miliar",Rumah Dharmahusada Mas,"Kenjeran, Surabaya",3,3,120 m²,200 m²
"Rp 1,95 Miliar",Murah Dijual Rumah Modern Citraland The Greenlake Surabaya Barat,"Citraland, Surabaya",4,3,105 m²,150 m²
Rp 399 Juta,"rumah dekat juanda angs kpr 2,1 juta free semua biaya","Surabaya Kota, Surabaya",2,1,72 m²,32 m²
Rp 880 Juta,"Rumah Bagus Siap Huni di Jalan Griya Kebraon Tengah Ii No. 24, Lama Jl. Griya Kebraon Tengah Blok M No.15 A, Kebraon, Karangpilang","Karangpilang, Surabaya",3,2,162 m²,210 m²
"Rp 1,77 Miliar",Rumah Tinggal Taman Pondok Indah Surabaya,"Wiyung, Surabaya",1,1,250 m²,174 m²
"Rp 1,55 Miliar",Rumah Tinggal Gununganyar Surabaya,"Gununganyar, Surabaya",1,1,185 m²,266 m²
"Rp 1,1 Miliar",Jual Rumah Cepat Di Kabupaten Sidoarjo,"Sidoarjo, Sidoarjo",4,2,120 m²,220 m²
"Rp 1,85 Miliar",Rumah Minimalis Semi Furnished dekat Citraland Pakuwon dan Graha Family,"Citraland, Surabaya",4,3,128 m²,172 m²
Rp 720 Juta,Rumah Strategis Nyaman Di Kota Siidoarjo,"Sidoarjo, Sidoarjo",3,2,121 m²,136 m²
Rp 575 Juta,Rumah Baru Siap Huni Bisa Kpr Dekat Kampus Upn Surabaya Timur,"Gununganyar, Surabaya",2,2,40 m²,50 m²
