iter	RMSE
251	245.5375163
252	245.535788
253	245.4050123
254	245.1879809
255	245.079029
256	244.9477792
257	244.8265169
258	244.7702191
259	244.5809029
260	244.459224
261	244.3723563
262	244.2404773
263	244.2034422
264	244.0944211
265	243.9899718
266	243.8711605
267	243.7792773
268	243.7772397
269	243.6838591
270	243.5122671
271	243.3271047
272	243.220361
273	243.08435
274	242.9770367
275	242.8672354
276	242.7986162
277	242.6997418
278	242.6148552
279	242.5327581
280	242.4038542
281	242.3021097
282	242.2116553
283	242.0962411
284	241.977521
285	241.924225
286	241.9141548
287	241.7303347
288	241.6337434
289	241.441141
290	241.2853432
291	241.2038188
292	241.1461734
293	241.0261029
294	240.8814122
295	240.7718091
296	240.7290683
297	240.6080958
298	240.5224908
299	240.4618805
300	240.421048
301	240.3482067
302	240.2029974
303	240.1381992
304	240.0370759
305	239.9389785
306	239.8345688
307	239.7673979
308	239.6619038
309	239.6087051
310	239.5135173
311	239.4680515
312	239.4058295
313	239.3472091
314	239.3027439
315	239.3015742
316	239.1751506
317	239.0791703
318	239.0047051
319	238.9529254
320	238.8576732
321	238.7766977
322	238.6290522
323	238.5840382
324	238.4585732
325	238.4105812
326	238.4059393
327	238.0499204
328	237.9816064
329	237.9298075
330	237.7953876
331	237.671521
332	237.6084407
333	237.6025581
334	237.5369711
335	237.3614173
336	237.2506577
337	237.1391242
338	237.0865153
339	237.0526641
340	237.0471091
341	236.9231511
342	236.8095932
343	236.7647924
344	236.7197396
345	236.6294209
346	236.6021848
347	236.5585837
348	236.5578029
349	236.4549204
350	236.3761985
351	236.2090082
352	236.155343
353	236.1543479
354	236.1530338
355	236.04426
356	236.0014201
357	235.9305003
358	235.8214383
359	235.7138339
360	235.5935522
361	235.463366
362	235.3269487
363	235.2343281
364	235.1323939
365	235.0698461
366	234.9832416
367	234.9230547
368	234.8634952
369	234.7885851
370	234.722646
371	234.653506
372	234.5855448
373	234.5353904
374	234.4793135
375	234.4383307
376	234.3032142
377	234.2451992
378	234.1929253
379	234.089169
380	234.013847
381	233.9631376
382	233.9090726
383	233.7241193
384	233.7043989
385	233.6171772
386	233.4958002
387	233.4286087
388	233.3677689
389	233.2480931
390	233.2388969
391	233.2063886
392	233.2056412
393	233.1348115
394	233.0367921
395	233.0266025
396	232.9442586
397	232.8820939
398	232.7934795
399	232.7069577
400	232.6257205
401	232.5030062
402	232.3610463
403	232.2851212
404	232.2554904
405	232.2341801
406	232.1568936
407	231.9966228
408	231.8868747
409	231.8624127
410	231.7549263
411	231.6596524
412	231.621534
413	231.5359745
414	231.4660545
415	231.3869716
416	231.3150433
417	231.2923858
418	231.260689
419	231.2456869
420	231.1521514
421	231.0619114
422	231.0309818
423	230.9501224
424	230.9013258
425	230.8294633
426	230.7755699
427	230.6899267
428	230.6266164
429	230.5796075
430	230.5460533
431	230.4817315
432	230.439795
433	230.3826415
434	230.2659829
435	230.2121141
436	230.1932311
437	230.1184516
438	230.0471444
439	229.9821779
440	229.9217521
441	229.891873
442	229.8223457
443	229.8211398
444	229.7554682
445	229.753178
446	229.6794106
447	229.6142066
448	229.6113373
449	229.5220933
450	229.4363601
451	229.4144882
452	229.2809241
453	229.1436166
454	229.066806
455	228.9838058
456	228.9300137
457	228.8559181
458	228.7691768
459	228.7258964
460	228.6528914
461	228.5660701
462	228.5014047
463	228.447357
464	228.2999745
465	228.1798339
466	228.1128001
467	228.0072224
468	227.9854863
469	227.901031
470	227.823169
471	227.7470736
472	227.6921266
473	227.6865177
474	227.6256139
475	227.4479503
476	227.3786086
477	227.3461847
478	227.2145605
479	227.1935948
480	227.1404593
481	227.0801103
482	227.0309699
483	226.9573908
484	226.9008312
485	226.8702061
486	226.8200502
487	226.7860887
488	226.7038266
489	226.6156724
490	226.4548584
491	226.4049215
492	226.3603701
493	226.3335145
494	226.3148681
495	226.268975
496	226.2423775
497	226.1770115
498	226.0503558
499	225.9525319
500	225.9199569
501	225.8780571
502	225.8471286
503	225.7447208
504	225.654886
505	225.6034655
506	225.5323041
507	225.4743884
508	225.4119359
509	225.3204728
510	225.2881667
511	225.1731307
512	225.0954871
513	225.0453158
514	224.9695033
515	224.9001581
516	224.8334996
517	224.7709264
518	224.7559645
519	224.6491129
520	224.5861669
521	224.4825317
522	224.4658848
523	224.3770324
524	224.3669118
525	224.3049681
526	224.279718
527	224.1622586
528	224.0993015
529	224.0372041
530	223.9951497
531	223.9003795
532	223.8143785
533	223.6852825
534	223.6422815
535	223.6008967
536	223.5545406
537	223.5431455
538	223.4990064
539	223.484485
540	223.3809937
541	223.2716168
542	223.1561882
543	223.1018982
544	223.0274248
545	222.975461
546	222.9135049
547	222.8305863
548	222.7715756
549	222.7352244
550	222.6638684
551	222.5983824
552	222.5306789
553	222.4920601
554	222.4332494
555	222.3864953
556	222.2884939
557	222.1852371
558	222.1644647
559	222.0638109
560	222.0471005
561	222.0423932
562	221.9960411
563	221.8787486
564	221.7128457
565	221.5631585
566	221.5386822
567	221.5123637
568	221.4646524
569	221.4085222
570	221.3828308
571	221.2889664
572	221.2641777
573	221.1663569
574	221.1259095
575	221.0627877
576	221.0042859
577	220.9431533
578	220.8434861
579	220.7869112
580	220.7430274
581	220.7207202
582	220.6995513
583	220.6347446
584	220.5704939
585	220.5415221
586	220.495501
587	220.4402264
588	220.3688831
589	220.3207527
590	220.2951504
591	220.2436463
592	220.1479356
593	220.051645
594	220.0025874
595	219.9278364
596	219.8503038
597	219.8152502
598	219.7770811
599	219.7746914
600	219.7414134
601	219.6993594
602	219.6340615
603	219.614797
604	219.5385085
605	219.4652769
606	219.4558433
607	219.3747522
608	219.2616313
609	219.1816156
610	219.1358948
611	219.0727399
612	218.9295024
613	218.894774
614	218.8137141
615	218.8084673
616	218.7912042
617	218.7563461
618	218.6844747
619	218.6134038
620	218.5874377
621	218.4788092
622	218.394923
623	218.3481431
624	218.3148662
625	218.2054721
626	218.1678742
627	218.0796519
628	218.0421335
629	217.9854689
630	217.9547615
631	217.9257067
632	217.9045316
633	217.8817619
634	217.8000997
635	217.7060523
636	217.6943447
637	217.6692958
638	217.624273
639	217.4746246
640	217.3717061
641	217.3008736
642	217.2387775
643	217.1762817
644	217.1023777
645	217.0441797
646	216.988248
647	216.9596068
648	216.944721
649	216.9082659
650	216.86466
651	216.8126479
652	216.7622529
653	216.7093347
654	216.6780692
655	216.6410108
656	216.5842654
657	216.5329127
658	216.5036153
659	216.4637724
660	216.4129082
661	216.3328283
662	216.3071897
663	216.2296231
664	216.2076236
665	216.1662844
666	216.1337843
667	216.0820576
668	216.0446131
669	215.9803992
670	215.8995053
671	215.8571204
672	215.8153787
673	215.7759466
674	215.7314381
675	215.6593186
676	215.5920274
677	215.558863
678	215.4889119
679	215.4738639
680	215.4087914
681	215.3189327
682	215.2212073
683	215.1511345
684	215.1101352
685	215.0252746
686	214.9250116
687	214.8521589
688	214.7267298
689	214.706641
690	214.652589
691	214.6318788
692	214.5939496
693	214.5709102
694	214.5199607
695	214.4565721
696	214.3811027
697	214.3218151
698	214.2133287
699	214.1052165
700	214.0311444
701	213.9839578
702	213.9180188
703	213.8545023
704	213.7895383
705	213.7519773
706	213.7168612
707	213.6838956
708	213.6649668
709	213.5554422
710	213.4716811
711	213.3695136
712	213.2852735
713	213.2254597
714	213.1327305
715	213.0649186
716	213.0031282
717	212.9804495
718	212.9229176
719	212.9058083
720	212.8611676
721	212.827874
722	212.7828258
723	212.7598583
724	212.73949
725	212.6442461
726	212.614014
727	212.5882172
728	212.5094681
729	212.4866292
730	212.4468571
731	212.4039159
732	212.334796
733	212.3036119
734	212.3030203
735	212.2650367
736	212.2410255
737	212.1771575
738	212.158121
739	212.1418127
740	212.1287363
741	212.0249394
742	211.9846568
743	211.8988825
744	211.8651011
745	211.8429103
746	211.7952026
747	211.7187768
748	211.6475851
749	211.6242223
750	211.5947039
751	211.5596754
752	211.5209304
753	211.4925504
754	211.449168
755	211.4350889
756	211.4057809
757	211.3836918
758	211.339348
759	211.3313477
760	211.2379658
761	211.1406135
762	211.0924041
763	211.0835992
764	211.0315128
765	211.0241937
766	210.9951441
767	210.975421
768	210.9315985
769	210.8807424
770	210.8569521
771	210.8462183
772	210.7859421
773	210.7578128
774	210.7233622
775	210.7231985
776	210.6552337
777	210.5968775
778	210.5495641
779	210.5385746
780	210.4564943
781	210.3919266
782	210.3490812
783	210.3379637
784	210.2989251
785	210.2176396
786	210.1701491
787	210.1535
788	210.1032406
789	210.0491476
790	210.0399947
791	209.9913948
792	209.9360167
793	209.9032481
794	209.8628795
795	209.8615378
796	209.786264
797	209.7762515
798	209.6821769
799	209.6563315
800	209.6151844
801	209.5849515
802	209.5469684
803	209.5305031
804	209.4374193
805	209.3908402
806	209.3626163
807	209.3174315
808	209.3079928
809	209.2378516
810	209.1729441
811	209.1224519
812	209.1064084
813	209.0761332
814	209.0184947
815	208.9766955
816	208.9263057
817	208.8933561
818	208.8439441
819	208.8129923
820	208.7947345
821	208.7405651
822	208.6342455
823	208.5813408
824	208.5740458
825	208.5273813
826	208.5077308
827	208.4448603
828	208.4240486
829	208.4011586
830	208.3438465
831	208.2470204
832	208.1975664
833	208.1371769
834	208.0891626
835	207.9825567
836	207.9173205
837	207.9014444
838	207.8616991
839	207.8310413
840	207.7836631
841	207.7570911
842	207.7264244
843	207.6509225
844	207.6374465
845	207.4890387
846	207.3856572
847	207.3831357
848	207.3476095
849	207.3077124
850	207.2835689
851	207.2551985
852	207.2549109
853	207.2004516
854	207.1507758
855	207.1226471
856	207.0639213
857	207.0282279
858	206.9499925
859	206.9241026
860	206.8894627
861	206.8368161
862	206.7871946
863	206.7531728
864	206.6935219
865	206.6884093
866	206.6769939
867	206.615564
868	206.5813134
869	206.5338141
870	206.52051
871	206.4611272
872	206.3831545
873	206.3087123
874	206.2672258
875	206.2470757
876	206.178853
877	206.1423826
878	206.1048162
879	205.9826146
880	205.912742
881	205.9084551
882	205.8917929
883	205.8421866
884	205.8270493
885	205.7635123
886	205.7377572
887	205.6690785
888	205.6624477
889	205.6042409
890	205.5479468
891	205.5349029
892	205.4908549
893	205.4756681
894	205.4572691
895	205.4337708
896	205.3786011
897	205.3253625
898	205.269041
899	205.2233221
900	205.162442
901	205.1184941
902	205.0749561
903	205.0482039
904	205.0371167
905	205.0352554
906	205.0350716
907	204.9780648
908	204.9256832
909	204.891274
910	204.8702066
911	204.8433872
912	204.8081709
913	204.7765219
914	204.7330762
915	204.6525095
916	204.6041672
917	204.5624777
918	204.4144021
919	204.3544099
920	204.3028791
921	204.2673432
922	204.2123903
923	204.192555
924	204.1604018
925	204.1551742
926	204.1125639
927	204.0631737
928	204.0080202
929	203.9720603
930	203.9267627
931	203.8950353
932	203.8761767
933	203.8509331
934	203.8183494
935	203.7667976
936	203.7563699
937	203.7548667
938	203.740742
939	203.7287134
940	203.7128901
941	203.7044067
942	203.7010482
943	203.6654368
944	203.6423071
945	203.5590813
946	203.5545474
947	203.5233969
948	203.4521611
949	203.4325643
950	203.3818872
951	203.3367858
952	203.2519807
953	203.2148694
954	203.1858636
955	203.1643077
956	203.1110489
957	203.0667417
958	203.0101616
959	202.9572315
960	202.9415876
961	202.9148883
962	202.9074363
963	202.8979895
964	202.8572683
965	202.8497983
966	202.8326367
967	202.8040787
968	202.7893683
969	202.782712
970	202.7480293
971	202.7323569
972	202.7053832
973	202.6790719
974	202.6232007
975	202.5566401
976	202.540566
977	202.4663474
978	202.4426997
979	202.3652911
980	202.3306168
981	202.3037158
982	202.2487344
983	202.2355979
984	202.1995226
985	202.1704536
986	202.1453423
987	202.1449251
988	202.1176571
989	202.0773452
990	202.0215747
991	202.0160707
992	201.9811763
993	201.9121429
994	201.8937507
995	201.8814303
996	201.866251
997	201.839245
998	201.7651631
999	201.7294296
1000	201.6821723
1001	201.6241685
1002	201.5797029
1003	201.5232629
1004	201.4779101
1005	201.4500239
1006	201.395207
1007	201.3344635
1008	201.3311866
1009	201.2993803
1010	201.2600877
1011	201.2535652
1012	201.2252405
1013	201.2243556
1014	201.2121977
1015	201.1736192
1016	201.1616096
1017	201.1159213
1018	201.03732
1019	201.0043321
1020	200.9543775
1021	200.9301062
1022	200.9157036
1023	200.9008989
1024	200.8758446
1025	200.856904
1026	200.8024244
1027	200.7849843
1028	200.7603605
1029	200.6474798
1030	200.5953975
1031	200.5618428
1032	200.5519349
1033	200.535191
1034	200.4462627
1035	200.4251158
1036	200.3955154
1037	200.3474276
1038	200.3426984
1039	200.3122155
1040	200.2997954
1041	200.2590614
1042	200.2435217
1043	200.1918141
1044	200.1725925
1045	200.1458119
1046	200.1282747
1047	200.1239007
1048	200.0261128
1049	200.0134682
1050	199.9994085
1051	199.9900388
1052	199.9532878
1053	199.9232668
1054	199.8889543
1055	199.8417291
1056	199.8359257
1057	199.7694423
1058	199.7226073
1059	199.7223808
1060	199.6937594
1061	199.6397523
1062	199.6175638
1063	199.5926342
1064	199.5600253
1065	199.5347139
1066	199.5290443
1067	199.4751216
1068	199.4089664
1069	199.3917943
1070	199.377838
1071	199.3045829
1072	199.2682865
1073	199.1987643
1074	199.1476461
1075	199.1296765
1076	199.1193733
1077	199.068831
1078	199.0154758
1079	198.9716669
1080	198.8910248
1081	198.8466348
1082	198.7869712
1083	198.775868
1084	198.7437008
1085	198.7374782
1086	198.714758
1087	198.6861183
1088	198.5982346
1089	198.5570801
1090	198.5164657
1091	198.4581678
1092	198.4392752
1093	198.3914641
1094	198.3267374
1095	198.2587086
1096	198.2107842
1097	198.2018513
1098	198.1632293
1099	198.1361446
1100	198.0705485
1101	198.0125647
1102	197.9667444
1103	197.9546648
1104	197.9254428
1105	197.8787058
1106	197.8376687
1107	197.8172888
1108	197.7851157
1109	197.7591496
1110	197.6847287
1111	197.6705785
1112	197.6259313
1113	197.5905599
1114	197.5696638
1115	197.5304403
1116	197.4965848
1117	197.4699006
1118	197.4457148
1119	197.4313478
1120	197.3510855
1121	197.3143787
1122	197.2710616
1123	197.2533959
1124	197.2525006
1125	197.2336499
1126	197.2204259
1127	197.1941356
1128	197.1554264
1129	197.1453732
1130	197.1160136
1131	197.0897024
1132	197.0496531
1133	197.0476484
1134	197.0277115
1135	197.0071036
1136	196.9726446
1137	196.9543891
1138	196.9420125
1139	196.9250623
1140	196.8975883
1141	196.8563767
1142	196.8155387
1143	196.7954902
1144	196.7846201
1145	196.7683619
1146	196.7415992
1147	196.7001445
1148	196.6729083
1149	196.6586723
1150	196.6531448
1151	196.6203992
1152	196.578262
1153	196.5705117
1154	196.5197171
1155	196.5027314
1156	196.4817348
1157	196.4156779
1158	196.40603
1159	196.3946936
1160	196.3636941
1161	196.3479403
1162	196.2802433
1163	196.2168702
1164	196.2145802
1165	196.2044725
1166	196.2043188
1167	196.1884523
1168	196.1764132
1169	196.1459486
1170	196.1227889
1171	196.1197001
1172	196.0958641
1173	196.0760918
1174	196.0579726
1175	196.0412274
1176	196.0242072
1177	195.9916437
1178	195.9505372
1179	195.887961
1180	195.8706699
1181	195.8437555
1182	195.8381934
1183	195.8196602
1184	195.7933704
1185	195.7686501
1186	195.7395017
1187	195.7289576
1188	195.721284
1189	195.7008503
1190	195.6612382
1191	195.6300003
1192	195.6184181
1193	195.6182652
1194	195.5767412
1195	195.5714979
1196	195.5428915
1197	195.5312378
1198	195.5066532
1199	195.4747454
1200	195.46708
1201	195.4392552
1202	195.3882646
1203	195.3543908
1204	195.3452327
1205	195.3208942
1206	195.2993621
1207	195.2608385
1208	195.2269974
1209	195.1997018
1210	195.1423912
1211	195.120212
1212	195.0911236
1213	195.0534818
1214	194.9948257
1215	194.9822786
1216	194.9285073
1217	194.9107914
1218	194.9066977
1219	194.8583388
1220	194.7692423
1221	194.754081
1222	194.7037593
1223	194.6595393
1224	194.6229825
1225	194.6055722
1226	194.570094
1227	194.4859446
1228	194.4364037
1229	194.4325619
1230	194.4033132
1231	194.3830853
1232	194.3529049
1233	194.3415591
1234	194.2900247
1235	194.2772047
1236	194.2430588
1237	194.1942132
1238	194.1635538
1239	194.1172172
1240	194.1069119
1241	194.0406357
1242	194.004524
1243	193.9503239
1244	193.8963123
1245	193.8825632
1246	193.8422287
1247	193.817096
1248	193.7734128
1249	193.7565044
1250	193.7476448
1251	193.7107567
1252	193.6861974
1253	193.6397833
1254	193.6302752
1255	193.6050855
1256	193.5688154
1257	193.5450894
1258	193.5154281
1259	193.4996963
1260	193.4923859
1261	193.4424703
1262	193.4202763
1263	193.3925685
1264	193.3479427
1265	193.2714154
1266	193.257204
1267	193.2445675
1268	193.2033348
1269	193.1993346
1270	193.1936997
1271	193.1711093
1272	193.143887
1273	193.1433879
1274	193.1229112
1275	193.0518571
1276	193.0289576
1277	193.0273139
1278	193.0120496
1279	192.9594196
1280	192.9283697
1281	192.9061783
1282	192.8598666
1283	192.8513228
1284	192.8079287
1285	192.7807393
1286	192.7757504
1287	192.7693534
1288	192.7480051
1289	192.7192062
1290	192.6922496
1291	192.6904017
1292	192.656315
1293	192.6176988
1294	192.5805022
1295	192.5534529
1296	192.5355455
1297	192.5158052
1298	192.5121951
1299	192.4640779
1300	192.4321062
1301	192.4200341
1302	192.4063572
1303	192.4007645
1304	192.3643591
1305	192.3460545
1306	192.3318396
1307	192.3090435
1308	192.2684012
1309	192.2400962
1310	192.2323868
1311	192.231802
1312	192.2201109
1313	192.2012824
1314	192.195208
1315	192.1529571
1316	192.1399011
1317	192.056134
1318	192.0137335
1319	191.9824313
1320	191.9352764
1321	191.8988991
1322	191.8905012
1323	191.8693557
1324	191.8624234
1325	191.8190041
1326	191.7872697
1327	191.7568915
1328	191.7458362
1329	191.7449953
1330	191.7189745
1331	191.7057162
1332	191.6716784
1333	191.6036904
1334	191.5307126
1335	191.4903719
1336	191.4889981
1337	191.4550563
1338	191.4051052
1339	191.3387324
1340	191.3133814
1341	191.3091167
1342	191.2164944
1343	191.2036001
1344	191.1606486
1345	191.0936974
1346	191.0771968
1347	191.0531307
1348	191.037506
1349	191.0138255
1350	190.9613841
1351	190.9201952
1352	190.8601205
1353	190.8591061
1354	190.8121547
1355	190.7992752
1356	190.754327
1357	190.7067117
1358	190.706615
1359	190.6790453
1360	190.6670343
1361	190.6469465
1362	190.5821136
1363	190.5658797
1364	190.5511988
1365	190.5372259
1366	190.4935947
1367	190.4856408
1368	190.4642148
1369	190.4167597
1370	190.3742871
1371	190.3364052
1372	190.3187084
1373	190.2922003
1374	190.2546561
1375	190.2490032
1376	190.2273464
1377	190.1900035
1378	190.1484311
1379	190.1310314
1380	190.0886953
1381	190.0857949
1382	190.0602019
1383	190.0360635
1384	190.0191957
1385	189.9919684
1386	189.962898
1387	189.9312231
1388	189.8614622
1389	189.8424601
1390	189.8068799
1391	189.7786636
1392	189.7654133
1393	189.7349611
1394	189.7267718
1395	189.6865765
1396	189.6758364
1397	189.6696995
1398	189.6508191
1399	189.6345866
1400	189.6208481
1401	189.605832
1402	189.5938109
1403	189.5534684
1404	189.5494634
1405	189.5314113
1406	189.5019633
1407	189.4425887
1408	189.4245685
1409	189.4065485
1410	189.3819424
1411	189.3559595
1412	189.3408369
1413	189.3199363
1414	189.2819978
1415	189.2223486
1416	189.2102981
1417	189.188792
1418	189.1536742
1419	189.1364371
1420	189.1148263
1421	189.0945703
1422	189.0586413
1423	189.0431032
1424	189.0202362
1425	189.009212
1426	188.9867666
1427	188.9749518
1428	188.9578644
1429	188.9497732
1430	188.9288905
1431	188.9040215
1432	188.8855344
1433	188.8571088
1434	188.7920139
1435	188.7556288
1436	188.7333772
1437	188.7127795
1438	188.6854601
1439	188.6397196
1440	188.6015443
1441	188.5411933
1442	188.4961614
1443	188.4575683
1444	188.4407666
1445	188.3997483
1446	188.3743877
1447	188.3724311
1448	188.3183675
1449	188.2515383
1450	188.2231356
1451	188.183065
1452	188.1714887
1453	188.1443029
1454	188.1260994
1455	188.0600192
1456	188.0273213
1457	188.015862
1458	188.0057875
1459	187.9417645
1460	187.9328484
1461	187.9002677
1462	187.8653105
1463	187.8383997
1464	187.8075256
1465	187.7939474
1466	187.788781
1467	187.7486069
1468	187.7346129
1469	187.7085973
1470	187.6819852
1471	187.6742664
1472	187.6470754
1473	187.6001512
1474	187.5644479
1475	187.5259872
1476	187.4718143
1477	187.4425359
1478	187.4257727
1479	187.3862293
1480	187.3570789
1481	187.3439597
1482	187.3363225
1483	187.3198697
1484	187.2830337
1485	187.2286955
1486	187.2088489
1487	187.1775522
1488	187.176434
1489	187.1083398
1490	187.1043063
1491	187.0958352
1492	187.0504443
1493	187.0243259
1494	186.9847336
1495	186.9473653
1496	186.9168591
1497	186.8862248
1498	186.855071
1499	186.8442843
