iter	RMSE
839	0.2489720608
840	0.2489515873
841	0.2489439012
842	0.2489201652
843	0.2489097173
844	0.2489011962
845	0.2488867836
846	0.2488674679
847	0.2488500405
848	0.2488347893
849	0.2488261619
850	0.2487914744
851	0.2487653169
852	0.2487457924
853	0.2487279586
854	0.2487179886
855	0.248692703
856	0.2486672017
857	0.2486364152
858	0.2486262426
859	0.2486150197
860	0.2486036717
861	0.2485806046
862	0.2485654919
863	0.2485383124
864	0.2485262554
865	0.2485109317
866	0.248501921
867	0.2484788705
868	0.2484640024
869	0.24842719
870	0.2483991072
871	0.2483756844
872	0.2483687155
873	0.2483678209
874	0.2483582384
875	0.2483463665
876	0.2483258711
877	0.2483118417
878	0.2482693345
879	0.2482485444
880	0.248242523
881	0.2482233256
882	0.2482096202
883	0.2482091331
884	0.2481813282
885	0.2481659905
886	0.2481420228
887	0.2481385326
888	0.2481181257
889	0.2481078892
890	0.2481055033
891	0.2480956646
892	0.2480697793
893	0.2480391047
894	0.2480366104
895	0.2480247226
896	0.2480204134
897	0.2480087822
898	0.247991864
899	0.2479706303
900	0.2479526415
901	0.247936228
902	0.2479173421
903	0.2478999511
904	0.2478894873
905	0.2478617036
906	0.247836299
907	0.2478272575
908	0.2478030049
909	0.2478003594
910	0.2477767363
911	0.2477624061
912	0.2477446915
913	0.2477215861
914	0.2477091834
915	0.2477011718
916	0.2476843544
917	0.247678499
918	0.2476704189
919	0.2476532893
920	0.2476491286
921	0.24762507
922	0.2476127891
923	0.2475715382
924	0.247565659
925	0.2475336021
926	0.2475138924
927	0.2475054576
928	0.2474884421
929	0.2474793033
930	0.247458339
931	0.2474404877
932	0.247418851
933	0.2474002311
934	0.2473788215
935	0.2473548122
936	0.2473348537
937	0.2473073112
938	0.2472639182
939	0.2472324145
940	0.247223478
941	0.2472090071
942	0.2471921943
943	0.2471704298
944	0.2471654782
945	0.247129904
946	0.2471206787
947	0.2471155203
948	0.247093547
949	0.2470890477
950	0.2470685013
951	0.2470347765
952	0.2470333938
953	0.2470212352
954	0.247019667
955	0.2470117852
956	0.24699996
957	0.2469744655
958	0.2469566023
959	0.2469498754
960	0.2469473165
961	0.246912346
962	0.2468849657
963	0.2468621164
964	0.2468411975
965	0.2468202327
966	0.2468131992
967	0.2467827261
968	0.2467676723
969	0.2467420152
970	0.246729229
971	0.2467079392
972	0.2466925666
973	0.2466632502
974	0.2466503211
975	0.2466425205
976	0.2466033358
977	0.2465875937
978	0.2465689634
979	0.2465563775
980	0.2465127885
981	0.2464979151
982	0.2464868007
983	0.2464754623
984	0.246459975
985	0.2464297486
986	0.246421293
987	0.2464066764
988	0.2463994412
989	0.246398751
990	0.2463888281
991	0.2463815411
992	0.2463599474
993	0.2463503939
994	0.2463292313
995	0.2462981775
996	0.2462893816
997	0.2462642674
998	0.2462434818
999	0.2462146359
546166605
999	0.2545831357
