iter	Passed	Remaining
450	4157	5060
451	4165	5050
452	4174	5041
453453	4179	50454454	4188	50455455	4200	50456456	4210	50457457	4221	4996
458	4230	4986
459	4237	49460460	4245	49461461	4254	49462462	4261	49463463	4270	49464464	4279	49465465	4287	49466466	4297	49467467	4305	48468468	4315	48469469	4324	48470470	4332	48471471	4342	48472472	4352	48473473	4362	48474474	4370	48475475	4379	48476476	4388	4811
477	4397	4802
478	4406	4793
479	4415	47480480	4424	47481481	4433	4765
482	4441	47483483	4452	4746
484	4460	47485485	4470	4727
486	4480	4719
487	4488	4709
488	4495	46489489	4502	46490490	4509	46491491	4516	46492492	4521	46493493	4531	46494494	4539	46495495	4548	46496496	4558	46497497	4568	46498498	4578	45499499	4587	45500500	4599	45501501	4607	45502502	4616	45503503	4624	45504504	4635	45505505	4645	45506506	4654	45507507	4665	45508508	4674	45509509	4683	44510510	4692	44511511	4701	44512512	4710	44513513	4718	4461
514	4727	4452
515	4737	4443
516	4744	4432
517	4753	4423
518	4760	4412
519	4769	4402
520	4778	4393
521	4787	4383
522	4796	4374
523	4806	4366
524	4813	4355
525	4821	4344
526	4831	4336
527	4839	4326
528	4849	4318
529	4857	4307
530	4865	4296
531	4873	4287
532	4880	4276
533	4891	4268
534	4897	4257
535	4906	4247
536	4913	4236
537	4922	4227
538	4931	4217
539	4940	4208
540	4948	4198
541	4957	4189
542	4967	4180
543	4977	4172
544	4986	4163
545	4993	4152
546	5000	4141
547	5008	4130
548	5013	4118
549	5021	4108
550	5031	4099
551	5040	4090
552	5050	4082
553	5060	4073
554	5070	4065
555	5079	4056
556	5090	4048
557	5100	4040
558	5109	4031
559	5116	4020
560	5125	4011
561	5134	4001
562	5140	3990
563	5149	3980
564	5157	3970
565	5167	3961
566	5174	3951
567	5184	3943
568	5192	3933
569	5201	3923
570	5208	3913
571	5216	3903
572	5225	3894
573	5232	3883
574	5241	3874
575	5250	3864
576	5258	3855
577	5266	3844
578	5272	3834
579	5282	3825
580	5290	3814
581	5297	3804
582	5305	3794
583	5313	3784
584	5321	3774
585	5330	3765
586	5339	3756
587	5348	3747
588	5356	3738
589	5365	3728
590	5375	3719
591	5381	3708
592	5391	3700
593	5399	3690
594	5409	3681
595	5415	3671
596	5422	3660
597	5432	3651
598	5441	3643
599	5451	3634
600	5458	3624
601	5468	3615
602	5476	3605
603	5485	3596
604	5491	3585
605	5497	3574
606	5506	3565
607	5513	3555
608	5523	3546
609	5532	3537
610	5542	3528
611	5553	3520
612	5562	3511
613	5571	3502
614	5579	3492
615	5589	3484
616	5599	3475
617	5607	3465
618	5613	3455
619	5623	3446
620	5632	3437
621	5640	3427
622	5648	3418
623	5658	3409
624	5668	3401
625	5677	3392
626	5686	3382
627	5694	3373
628	5703	3364
629	5708	3352
630	5716	3343
631	5726	3334
632	5737	3326
633	5746	3317
634	5756	3308
635	5763	3298
636	5775	3291
637	5784	3281
638	5793	3272
639	5801	3263
640	5809	3253
641	5818	3244
642	5825	3234
643	5834	3225
644	5843	3216
645	5851	3206
646	5859	3196
647	5869	3188
648	5882	3181
649	5893	3173
650	5907	3166
651	5917	3158
652	5931	3152
653	5952	3149
654	5961	3139
655	5967	3129
656	5974	3118
657	5980	31658658	5986	30659659	5995	30660660	6004	30661661	6013	30662662	6022	30663663	6032	30664664	6039	30665665	6050	30666666	6059	30667667	6066	30668668	6077	30669669	6085	29670670	6095	29671671	6106	2980
672	6114	2971
673	6123	2961
674	6131	2952
675	6139	2942
676	6147	2933
677	6156	2923
678	6164	2914
679	6171	2904
680	6179	2894
681	6187	2885
682	6194	2875
683	6202	28684684	6210	28685685	6217	28686686	6225	28687687	6232	28688688	6240	28689689	6249	28690690	6257	27691691	6266	27692692	6272	27693693	6281	27694694	6289	27695695	6299	27696696	6307	27697697	6314	27698698	6321	27699699	6330	27700700	6339	27701701	6347	26702702	6355	26703703	6364	26704704	6372	26705705	6380	26706706	6390	2648
707	6400	2639
708	6408	2630
709	6416	2620
710	6423	2611
711	6431	2601
712	6439	2592
713	6445	2581
714	6451	2571
715	6457	2561
716	6463	25717717	6470	25718718	6476	25719719	6487	25720720	6498	2514
721	6507	2505
722	6516	2496
723	6522	2486
724	6531	2477
725	6540	2468
726	6550	2459
727	6558	2450
728	6566	2441
729	6574	2431
730	6582	2422
731	6592	2413
732	6600	2404
733	6607	2394
734	6614	2384
735	6622	2375
736	6630	2366
737	6638	2356
738	6647	2347
739	6655	2338
740	6663	2329
741	6671	2319
742	6679	2310
743	6687	2300
744	6696	2291
745	6702	2282
746	6711	2272
747	6718	2263
748	6726	2254
749	6734	2244
750	6743	2235
751	6751	2226
752	6757	2216
753	6765	2207
754	6773	2198
755	6781	2188
756	6790	2179
757	6798	2170
758	6806	2161
759	6816	2152
760	6823	2143
761	6833	2134
762	6840	2124
763	6847	2115
764	6856	2106
765	6863	2096
766	6873	2087
767	6881	2078
768	6891	2070
769	6899	2060
770	6906	2051
771	6914	2041
772	6921	2032
773	6927	2022
774	6934	20775775	6942	2003
776	6949	19777777	6955	19778778	6962	19779779	6969	19780780	6978	19781781	6988	1948
782	6998	1939
783	7005	1929
784	7012	1920
785	7021	1911
786	7031	1902
787	7038	1893
788	7046	1884
789	7054	1875
790	7062	1866
791	7069	1856
792	7078	1847
793	7083	1837
794	7090	1828
795	7099	1819
796	7106	1809
797	7114	1800
798	7123	1791
799	7133	1783
800	7140	1773
801	7149	1765
802	7159	1756
803	7166	1746
804	7174	1737
805	7180	1728
806	7187	1719
807	7196	1709
808	7202	1700
809	7211	1691
810	7218	1682
811	7227	1673
812	7231	1663
813	7238	1653
814	7244	1644
815	7250	1634
816	7258	1625
817	7265	1616
818	7270	16819819	7278	15820820	7285	15821821	7292	1579
822	7300	1570
823	7306	15824824	7313	15825825	7320	15826826	7328	15827827	7335	15828828	7344	15829829	7349	15830830	7358	14831831	7368	14832832	7375	14833833	7385	14834834	7392	14835835	7402	14836836	7408	14837837	7415	14838838	7422	14839839	7428	14840840	7435	14841841	7443	13842842	7454	13843843	7462	13844844	7470	13845845	7478	13846846	7488	13847847	7495	13848848	7503	13849849	7511	13850850	7518	13851851	7527	1307
852	7535	1298
853	7548	1290
854	7556	1281
855	7564	1272
856	7570	1263
857	7577	1254
858	7585	1245
859	7593	1236
860	7601	1227
861	7608	1218
862	7615	1208
863	7623	1199
864	7631	1191
865	7639	1182
866	7649	1173
867	7656	1164
868	7664	1155
869	7674	1146
870	7682	1137
871	7691	1128
872	7700	1120
873	7709	1111
874	7716	1102
875	7724	1093
876	7731	1084
877	7737	1075
878	7748	1066
879	7754	1057
880	7762	1048
881	7768	1039
882	7775	1030
883	7783	1021
884	7791	1012
885	7798	1003
886	7805	994
887	7813	985
888	7821	976
889	7829	967
890	7836	958
891	7844	949
892	7852	940
893	7860	932
894	7867	923
895	7875	914
896	7883	905
897	7891	896
898	7898	887
899	7906	878
900	7913	869
901	7921	860
902	7927	851
903	7934	842
904	7941	833
905	7951	824
906	7958	815
907	7965	807
908	7973	798
909	7980	7910910	7989	780
911	7996	7912912	8005	7913913	8012	7914914	8020	7915915	8027	7916916	8033	7917917	8039	7918918	8044	7919919	8052	700
920	8059	691
921	8066	682
922	8072	673
923	8079	664
924	8085	655
925	8091	646
926	8099	637
927	8104	628
928	8111	619
929	8118	611
930	8124	602
931	8132	593
932	8138	584
933	8146	575
934	8152	566
935	8159	557
936	8166	549
937	8172	540
938	8179	531
939	8186	522
940	8193	513
941	8199	504
942	8206	496
943	8211	487
944	8218	478
945	8225	469
946	8231	460
947	8238	451
948	8245	443
949	8251	434
950	8256	425
951	8263	416
952	8270	407
953	8277	399
954	8282	390
955	8289	381
956	8296	372
957	8302	364
958	8310	355
959	8315	346
960	8322	337
961	8328	328
962	8336	320
963	8343	311
964	8351	302
965	8358	294
966	8365	285
967	8373	276
968	8381	268
969	8388	259
970	8393	250
971	8399	241
972	8407	233
973	8413	224
974	8419	215
975	8425	207
976	8433	198
977	8440	189
978	8447	181
979	8454	172
980	8461	163
981	8467	155
982	8475	146
983	8481	137
984	8488	129
985	8495	120
986	8502	111
987	8509	103
988	8518	94
989	8524	86
990	8531	77
991	8539	68
992	8545	60
993	8553	51
994	8558	43
995	8565	34
996	8570	25
997	8575	17
998	8581	8
999	8586	0

