iter	RMSE
602	268.0285909
603	267.9783043
604	267.9424614
605	267.9091657
606	267.8803952
607	267.8298074
608	267.8065383
609	267.7572954
610	267.7329103
611	267.6941131
612	267.6480835
613	267.617114
614	267.5896849
615	267.5538018
616	267.5117848
617	267.481483
618	267.4610292
619	267.4336895
620	267.3811885
621	267.3395872
622	267.3005424
623	267.2716873
624	267.2282007
625	267.1947053
626	267.1768802
627	267.1371898
628	267.1177955
629	267.1163035
630	267.11481
631	267.0962659
632	267.0544259
633	267.0104944
634	266.9791766
635	266.922937
636	266.864129
637	266.8385208
638	266.8092628
639	266.7380013
640	266.673368
641	266.6271306
642	266.616636
643	266.5705329
644	266.5363626
645	266.473137
646	266.4049094
647	266.3641649
648	266.3390686
649	266.3235727
650	266.2929527
651	266.2676701
652	266.2322428
653	266.2012901
654	266.1694613
655	266.1413902
656	266.098003
657	266.0871199
658	266.0521856
659	266.015968
660	265.9481009
661	265.9000349
662	265.8474353
663	265.8076871
664	265.7744168
665	265.7444628
666	265.7115792
667	265.6618793
668	265.6448169
669	265.6123624
670	265.5901606
671	265.5700305
672	265.5345744
673	265.4954621
674	265.4582591
675	265.4204902
676	265.3585148
677	265.3369131
678	265.3104941
679	265.2640421
680	265.2214619
681	265.1896543
682	265.1497282
683	265.1197369
684	265.0749903
685	265.0454458
686	264.9994834
687	264.9594798
688	264.9048788
689	264.8631517
690	264.8465779
691	264.8095748
692	264.7855706
693	264.7564626
694	264.7381186
695	264.716064
696	264.6630226
697	264.6442819
698	264.6354218
699	264.6098362
700	264.5721953
701	264.5343575
702	264.5244081
703	264.4807427
704	264.4593167
705	264.444446
706	264.4123285
707	264.3725258
708	264.3497696
709	264.3234344
710	264.3019571
711	264.2467314
712	264.2193375
713	264.1715323
714	264.113035
715	264.0814315
716	264.0431095
717	264.0222428
718	264.0004376
719	263.9749068
720	263.9540036
721	263.9347693
722	263.9069281
723	263.8913522
724	263.8729787
725	263.8340431
726	263.7647734
727	263.7215183
728	263.6691945
729	263.6367392
730	263.5776949
731	263.5614227
732	263.5439107
733	263.509892
734	263.4630345
735	263.4291776
736	263.392391
737	263.3750601
738	263.3558165
739	263.3383654
740	263.3115019
741	263.257447
742	263.2283248
743	263.1961643
744	263.1702251
745	263.1374978
746	263.099889
747	263.0640973
748	263.0334761
749	262.9994986
750	262.9877205
751	262.9658252
752	262.9415155
753	262.9243019
754	262.8858195
755	262.8429711
756	262.8247584
757	262.8089612
758	262.7744579
759	262.7251095
760	262.7085503
761	262.6884901
762	262.6644024
763	262.6325857
764	262.6119595
765	262.5950318
766	262.58333
767	262.5679921
768	262.5365115
769	262.5096245
770	262.4924432
771	262.4572442
772	262.4232338
773	262.3877446
774	262.3471152
775	262.3196538
776	262.2588592
777	262.2185638
778	262.1854565
779	262.1670336
780	262.1240816
781	262.1122123
782	262.0772445
783	262.0202145
784	262.0068325
785	261.9911986
786	261.9800204
787	261.9277696
788	261.9174603
789	261.8771271
790	261.8429964
791	261.811291
792	261.7944912
793	261.7806708
794	261.7229355
795	261.6931031
796	261.675919
797	261.667119
798	261.6265852
799	261.604084
800	261.5587874
801	261.5384131
802	261.5184762
803	261.4957403
804	261.4701274
805	261.4544159
806	261.4062496
807	261.3905721
808	261.3757677
809	261.3430254
810	261.3080491
811	261.2722532
812	261.2467725
813	261.2181932
814	261.1730484
815	261.1450204
816	261.1212164
817	261.0750436
818	261.0467044
819	261.0313323
820	261.0150456
821	260.9939954
822	260.9572963
823	260.941911
824	260.9267704
825	260.9194021
826	260.9071501
827	260.8648613
828	260.8376491
829	260.8177434
830	260.7881717
831	260.7620235
832	260.7271739
833	260.7051858
834	260.6851493
835	260.6592468
836	260.6482364
837	260.6191345
838	260.5988336
839	260.589984
840	260.554116
841	260.5294557
842	260.5033605
843	260.4712793
844	260.4372504
845	260.4188475
846	260.3658651
847	260.3364123
848	260.2912416
849	260.2558984
850	260.2197871
851	260.2006497
852	260.1849594
853	260.1653171
854	260.1508782
855	260.1072892
856	260.0556622
857	260.0340828
858	260.0242374
859	260.0132195
860	259.9786977
861	259.9408006
862	259.9067009
863	259.8599313
864	259.8458684
865	259.8297575
866	259.8051061
867	259.7617056
868	259.7167388
869	259.701578
870	259.6933889
871	259.6635577
872	259.6349044
873	259.6020438
874	259.5705606
875	259.5463268
876	259.5156289
877	259.5083482
878	259.4926015
879	259.4637303
880	259.4229457
881	259.3927915
882	259.3745081
883	259.3540524
884	259.3418035
885	259.3110181
886	259.275335
887	259.2505538
888	259.2067786
889	259.1782049
890	259.1580928
891	259.1341489
892	259.1235932
893	259.0843429
894	259.0635523
895	259.0321842
896	259.0268913
897	259.0025408
898	258.9808182
899	258.9707953
900	258.9478787
901	258.9172753
902	258.8853615
903	258.8600008
904	258.8362695
905	258.8160152
906	258.7864043
907	258.7529426
908	258.7346319
909	258.7086465
910	258.674375
911	258.6658984
912	258.6345645
913	258.6155163
914	258.5804557
915	258.5618198
916	258.5242426
917	258.5155066
918	258.4734351
919	258.4541435
920	258.4194079
921	258.3944722
922	258.3773808
923	258.3557103
924	258.3217871
925	258.2855381
926	258.2699724
927	258.2396854
928	258.1995336
929	258.1744152
930	258.1468966
931	258.1026729
932	258.07384
933	258.0324593
934	258.0040884
935	257.9872738
936	257.9581045
937	257.9329925
938	257.8981561
939	257.8802525
940	257.8683515
941	257.8524727
942	257.8275292
943	257.8077766
944	257.7916282
945	257.7647875
946	257.723073
947	257.7139491
948	257.7060548
949	257.6811604
950	257.6541582
951	257.6223549
952	257.5994836
953	257.5716034
954	257.5518078
955	257.5152542
956	257.4931436
957	257.457828
958	257.4406354
959	257.4068207
960	257.3923512
961	257.3903873
962	257.3725656
963	257.363923
964	257.3224893
965	257.2983681
966	257.2641016
967	257.2522837
968	257.2302582
969	257.2016916
970	257.1910738
971	257.1765054
972	257.147406
973	257.1207765
974	257.0750809
975	257.034376
976	257.0128219
977	256.9975682
978	256.9615919
979	256.9566771
980	256.933172
981	256.9080436
982	256.895316
983	256.8861058
984	256.8257176
985	256.8131449
986	256.7796292
987	256.7366178
988	256.7219604
989	256.7057425
990	256.6838751
991	256.6471397
992	256.6175264
993	256.5931975
994	256.5718722
995	256.5472267
996	256.5287569
997	256.5126584
998	256.4783368
999	256.4645082
