iter	Passed	Remaining
973	4362	4595
974	4366	4590
975	4370	4585
976	4374	4580
977	4378	4575
978	4382	4570
979	4386	4565
980	4390	4560
981	4394	4555
982	4398	4550
983	4402	4545
984	4406	4541
985	4411	4536
986	4415	4531
987	4420	4527
988	4425	4524
989	4430	4520
990	4437	4518
991	4442	4514
992	4446	4509
993	4451	4505
994	4456	4501
995	4461	4496
996	4465	4492
997	4469	4487
998	4473	4482
999	4478	4478
1000	4483	4474
1001	4487	4469
1002	4491	4464
1003	4496	4460
1004	4500	4455
1005	4505	4451
1006	4509	4446
1007	4514	4442
1008	4518	4438
1009	4523	4433
1010	4527	4428
1011	4531	4424
1012	4536	4419
1013	4540	4414
1014	4544	4410
1015	4549	4406
1016	4553	4401
1017	4557	4396
1018	4561	4391
1019	4565	4386
1020	4570	4382
1021	4574	4377
1022	4578	4372
1023	4582	4368
1024	4587	4364
1025	4592	4359
1026	4596	4354
1027	4600	4350
1028	4604	4345
1029	4609	4340
1030	4614	4336
1031	4618	4331
1032	4622	4327
1033	4626	4322
1034	4630	4317
1035	4635	4313
1036	4639	4308
1037	4644	4304
1038	4648	4299
1039	4652	4294
1040	4657	4290
1041	4661	4285
1042	4665	4281
1043	4670	4276
1044	4674	4272
1045	4679	4267
1046	4683	4263
1047	4687	4258
1048	4692	4254
1049	4697	4250
1050	4702	4246
1051	4708	4243
1052	4713	4239
1053	4718	4234
1054	4723	4230
1055	4728	4226
1056	4732	4222
1057	4736	4217
1058	4742	4214
1059	4747	4209
1060	4751	4205
1061	4756	4200
1062	4760	4196
1063	4765	4191
1064	4769	4187
1065	4775	4183
1066	4779	4179
1067	4784	4174
1068	4788	4170
1069	4793	4166
1070	4797	4161
1071	4801	4156
1072	4806	4152
1073	4810	4147
1074	4815	4143
1075	4819	4138
1076	4824	4134
1077	4828	4129
1078	4832	4124
1079	4838	4121
1080	4842	4116
1081	4846	4112
1082	4851	4108
1083	4855	4103
1084	4860	4098
1085	4864	4093
1086	4868	4089
1087	4873	4084
1088	4877	4079
1089	4881	4075
1090	4885	4070
1091	4889	4065
1092	4893	4060
1093	4897	4055
1094	4901	4051
1095	4906	4046
1096	4910	4041
1097	4914	4037
1098	4919	4032
1099	4923	4028
1100	4927	4023
1101	4932	4019
1102	4937	4015
1103	4942	4011
1104	4947	4006
1105	4951	4002
1106	4956	3998
1107	4960	3993
1108	4965	3989
1109	4970	3984
1110	4974	3980
1111	4979	3976
1112	4984	3972
1113	4988	3967
1114	4992	3962
1115	4997	3958
1116	5002	3954
1117	5006	3949
1118	5011	3945
1119	5016	3941
1120	5020	3936
1121	5024	3932
1122	5029	3927
1123	5034	3923
1124	5038	3918
1125	5042	3914
1126	5047	3909
1127	5051	3905
1128	5056	3900
1129	5060	3895
1130	5065	3891
1131	5069	3887
1132	5073	3882
1133	5077	3877
1134	5082	3873
1135	5086	3868
1136	5090	3864
1137	5095	3859
1138	5100	3855
1139	5105	3851
1140	5109	3846
1141	5114	3842
1142	5118	3837
1143	5122	3833
1144	5127	3828
1145	5132	3824
1146	5136	3819
1147	5140	3815
1148	5145	3810
1149	5149	3806
1150	5154	3801
1151	5158	3797
1152	5163	3793
1153	5167	3788
1154	5172	3783
1155	5176	3779
1156	5180	3774
1157	5185	3770
1158	5189	3765
1159	5194	3761
1160	5199	3757
1161	5203	3752
1162	5208	3748
1163	5212	3743
1164	5217	3739
1165	5221	3734
1166	5226	3730
1167	5231	3726
1168	5236	3722
1169	5241	3718
1170	5246	3713
1171	5250	3709
1172	5255	3705
1173	5260	3701
1174	5265	3696
1175	5269	3692
1176	5275	3689
1177	5280	3684
1178	5285	3680
1179	5291	3677
1180	5297	3673
1181	5302	3669
1182	5306	3665
1183	5311	3660
1184	5315	3655
1185	5319	3651
1186	5324	3646
1187	5328	3642
1188	5332	3637
1189	5336	3632
1190	5340	3627
1191	5345	3623
1192	5349	3618
1193	5353	3614
1194	5358	3609
1195	5362	3604
1196	5366	3600
1197	5370	3595
1198	5375	3590
1199	5379	3586
1200	5384	3581
1201	5389	3577
1202	5393	3573
1203	5398	3568
1204	5403	3564
1205	5407	3560
1206	5412	3555
1207	5417	3551
1208	5421	3547
1209	5426	3542
1210	5431	3538
1211	5436	3534
1212	5440	3530
1213	5445	3525
1214	5450	3521
1215	5454	3516
1216	5459	3512
1217	5463	3507
1218	5467	3503
1219	5472	3498
1220	5476	3494
1221	5481	3489
1222	5486	3485
1223	5490	3481
1224	5495	3476
1225	5499	3472
1226	5504	3467
1227	5508	3462
1228	5512	3458
1229	5517	3454
1230	5522	3449
1231	5526	3445
1232	5531	3440
1233	5535	3436
1234	5539	3431
1235	5544	3426
1236	5549	3422
1237	5553	3418
1238	5557	3413
1239	5561	3408
1240	5566	3404
1241	5570	3399
1242	5575	3395
1243	5581	3391
1244	5585	3387
1245	5590	3382
1246	5594	3378
1247	5599	3373
1248	5603	3369
1249	5608	3364
1250	5612	3360
1251	5617	3355
1252	5621	3351
1253	5625	3346
1254	5630	3342
1255	5634	3337
1256	5639	3333
1257	5643	3328
1258	5648	3324
1259	5652	3319
1260	5657	3315
1261	5661	3310
1262	5665	3306
1263	5670	3301
1264	5676	3298
1265	5681	3294
1266	5686	3289
1267	5690	3285
1268	5695	3281
1269	5700	3276
1270	5705	3272
1271	5711	3268
1272	5715	3264
1273	5720	3259
1274	5724	3255
1275	5729	3251
1276	5734	3246
1277	5738	3241
1278	5743	3237
1279	5748	3233
1280	5752	3228
1281	5756	3224
1282	5761	3219
1283	5765	3215
1284	5770	3210
1285	5775	3206
1286	5779	3201
1287	5783	3197
1288	5787	3192
1289	5791	3187
1290	5796	3183
1291	5800	3178
1292	5804	3173
1293	5809	3169
1294	5813	3164
1295	5817	3159
1296	5821	3155
1297	5825	3150
1298	5830	3146
1299	5834	3141
1300	5839	3137
1301	5844	3132
1302	5848	3128
1303	5853	3124
1304	5858	3119
1305	5862	3115
1306	5867	3110
1307	5872	3106
1308	5877	3102
1309	5881	3098
1310	5886	3093
1311	5890	3089
1312	5895	3084
1313	5899	3079
1314	5904	3075
1315	5909	3071
1316	5914	3067
1317	5918	3062
1318	5923	3058
1319	5927	3053
1320	5931	3049
1321	5936	3044
1322	5941	3040
1323	5946	3035
1324	5951	3031
1325	5955	3027
1326	5960	3022
1327	5964	3018
1328	5969	3014
1329	5974	3009
1330	5978	3005
1331	5983	3000
1332	5987	2996
1333	5992	2991
1334	5996	2987
1335	6001	2982
1336	6006	2978
1337	6010	2973
1338	6014	2969
1339	6019	2964
1340	6023	2960
1341	6027	2955
1342	6032	2950
1343	6037	2946
1344	6041	2942
1345	6046	2937
1346	6051	2933
1347	6055	2928
1348	6059	2924
1349	6065	2920
1350	6069	2915
1351	6073	2911
1352	6078	2906
1353	6082	2902
1354	6087	2897
1355	6091	2892
1356	6095	2888
1357	6101	2884
1358	6106	2880
1359	6110	2875
1360	6116	2871
1361	6120	2867
1362	6125	2862
1363	6130	2858
1364	6136	2854
1365	6141	2850
1366	6146	2846
1367	6151	2841
1368	6155	2837
1369	6161	2833
1370	6166	2829
1371	6171	2824
1372	6175	2820
1373	6180	2816
1374	6185	2811
1375	6190	2807
1376	6196	2803
1377	6200	2798
1378	6205	2794
1379	6210	2790
1380	6214	2785
1381	6219	2781
1382	6223	2776
1383	6227	2771
1384	6232	2767
1385	6236	2762
1386	6241	2758
1387	6245	2753
1388	6249	2749
1389	6253	2744
1390	6258	2739
1391	6262	2735
1392	6266	2730
1393	6271	2726
1394	6275	2721
1395	6280	2717
1396	6284	2712
1397	6288	2708
1398	6293	2703
1399	6297	2698
1400	6301	2694
1401	6306	2689
1402	6310	2685
1403	6315	2680
1404	6319	2676
1405	6324	2672
1406	6329	2667
1407	6334	2663
1408	6338	2658
1409	6344	2654
1410	6348	2650
1411	6353	2645
1412	6358	2641
1413	6362	2636
1414	6367	2632
1415	6371	2627
1416	6376	2623
1417	6380	2618
1418	6385	2614
1419	6390	2610
1420	6394	2605
1421	6398	2600
1422	6402	2596
1423	6407	2591
1424	6411	2587
1425	6415	2582
1426	6420	2578
1427	6425	2573
1428	6429	2569
1429	6433	2564
1430	6438	2559
1431	6442	2555
1432	6446	2550
1433	6451	2546
1434	6455	2541
1435	6460	2537
1436	6464	2532
1437	6468	2528
1438	6473	2523
1439	6477	2518
1440	6481	2514
1441	6486	2509
1442	6490	2505
1443	6494	2500
1444	6499	2496
1445	6504	2491
1446	6509	2487
1447	6513	2483
1448	6518	2478
1449	6522	2474
1450	6526	2469
1451	6531	2464
1452	6535	2460
1453	6539	2455
1454	6543	2451
1455	6548	2446
1456	6552	2442
1457	6556	2437
1458	6560	2432
1459	6565	2428
1460	6570	2423
1461	6575	2419
1462	6581	2415
1463	6585	2411
1464	6590	2406
1465	6594	2402
1466	6598	2397
1467	6604	2393
1468	6608	2388
1469	6613	2384
1470	6617	2379
1471	6621	2375
1472	6626	2370
1473	6630	2366
1474	6635	2361
1475	6639	2357
1476	6643	2352
1477	6649	2348
1478	6653	2343
1479	6657	2339
1480	6661	2334
1481	6665	2329
1482	6669	2325
1483	6673	2320
1484	6677	2315
1485	6682	2311
1486	6686	2306
1487	6690	2302
1488	6695	2297
1489	6699	2293
1490	6704	2288
1491	6708	2284
1492	6713	2279
1493	6717	2275
1494	6722	2270
1495	6726	2266
